pmid,doi,year,title
24703781,10.1016/j.arth.2014.01.015,2014,Systematic analysis of bisphosphonate intervention on periprosthetic BMD as a function of stem design.
24655609,10.1016/j.arth.2014.02.006,2014,Utility of modular implants in primary total hip arthroplasty.
24650900,10.1016/j.arth.2012.12.010,2014,"A systematic review of open reduction and internal fixation of periprosthetic femur fractures with or without allograft strut, cerclage, and locked plates."
24736293,10.1016/j.arth.2014.03.013,2014,Assessment of accuracy of marker ball placement in pre-operative templating for total hip arthroplasty.
24581896,10.1016/j.arth.2014.01.018,2014,Anterior distal femoral osteotomy for removal of long femoral stems in revision knee arthroplasty.
24560463,10.1016/j.arth.2014.01.021,2014,Intraoperative fracture during staged total knee reimplantation in the treatment of periprosthetic infection.
24559522,10.1016/j.arth.2014.01.011,2014,Tantalum acetabular augments in one-stage exchange of infected total hip arthroplasty: a case-control study.
24559521,10.1016/j.arth.2014.01.014,2014,Synovial IL-6 as inflammatory marker in periprosthetic joint infections.
24559520,10.1016/j.arth.2014.01.009,2014,"Surfing for hip replacements: has the ""internet tidal wave"" led to better quality information."
24726171,10.1016/j.arth.2014.03.001,2014,Tibia valga morphology in osteoarthritic knees: importance of preoperative full limb radiographs in total knee arthroplasty.
24556112,10.1016/j.arth.2014.01.005,2014,Risk of symptomatic venous thromboembolism associated with flying in the early postoperative period following elective total hip and knee arthroplasty.
24556110,10.1016/j.arth.2013.12.031,2014,The effect of chronic kidney disease on total hip arthroplasty.
24534535,10.1016/j.arth.2014.01.008,2014,Factors influencing patient satisfaction two to five years after primary total knee arthroplasty.
24530206,10.1016/j.arth.2014.01.002,2014,Clostridium difficile is common in patients with postoperative diarrhea after hip and knee arthroplasty.
24529942,10.1016/j.arth.2014.01.001,2014,Early catastrophic failure of trochanteric fixation with the Dall-Miles Cable Grip System.
24524779,10.1016/j.arth.2014.01.004,2014,Total knee arthroplasty and the unforeseen impact on return to work: a cross-sectional multicenter survey.
24836651,10.1016/j.arth.2013.11.025,2014,Changes in the functional flexion axis of the knee before and after total knee arthroplasty using a navigation system.
24793569,10.1016/j.arth.2013.11.008,2014,An anatomic study of the impressions on the greater trochanter: bony geometry indicates the alignment of the short external rotator muscles.
24559684,10.1016/j.arth.2013.11.020,2014,"Comparing the effects of single shot sciatic nerve block versus posterior capsule local anesthetic infiltration on analgesia and functional outcome after total knee arthroplasty: a prospective, randomized, double-blinded, controlled trial."
24530205,10.1016/j.arth.2013.11.002,2014,Use of present-on-admission indicators for complications after total knee arthroplasty: an analysis of Medicare administrative data.
24581895,10.1016/j.arth.2014.01.020,2014,"Load sharing and ligament strains in balanced, overstuffed and understuffed UKA. A validated finite element analysis."
24581897,10.1016/j.arth.2014.01.025,2014,Modern retrograde intramedullary nails versus periarticular locked plates for supracondylar femur fractures after total knee arthroplasty.
24650899,10.1016/j.arth.2014.02.002,2014,Early death following primary total hip arthroplasty.
24581898,10.1016/j.arth.2014.01.016,2014,"A reliable, valid and responsive questionnaire to score the impact of knee complaints on work following total knee arthroplasty: the WORQ."
24556111,10.1016/j.arth.2014.01.007,2014,"Popliteal artery injury associated with total knee arthroplasty: trends, costs and risk factors."
24636904,10.1016/j.arth.2014.02.012,2014,Establishing a role for vancomycin powder application for prosthetic joint infection prevention-results of a wear simulation study.
24726172,10.1016/j.arth.2014.03.006,2014,Cemented versus cementless fixation of a tibial component in LCS mobile-bearing total knee arthroplasty performed by a single surgeon.
24726174,10.1016/j.arth.2014.02.031,2014,Comparing efficacy of three methods of tranexamic acid administration in reducing hemoglobin drop following total knee arthroplasty.
25189672,10.1016/j.arth.2014.05.009,2014,Intraoperative fracture during aseptic revision total knee arthroplasty.
24631125,10.1016/j.arth.2014.02.008,2014,"The ""July effect"" in primary total hip and knee arthroplasty: analysis of 21,434 cases from the ACS-NSQIP database."
24703363,10.1016/j.arth.2014.02.032,2014,Risk stratified usage of antibiotic-loaded bone cement for primary total knee arthroplasty: short term infection outcomes with a standardized cement protocol.
24698817,10.1016/j.arth.2014.02.022,2014,In vivo kinematic comparison between mobile-bearing and fixed-bearing total knee arthroplasty during step-up activity.
24684938,10.1016/j.arth.2014.02.023,2014,A comparison of patient-reported and measured range of motion in a cohort of total knee arthroplasty patients.
24679475,10.1016/j.arth.2014.02.020,2014,Effect of price capitation on implant selection for primary total hip and knee arthroplasty.
24674734,10.1016/j.arth.2014.02.019,2014,Uncemented total hip arthroplasty using a tapered femoral component in obese patients: an 18-27 year follow-up study.
24674733,10.1016/j.arth.2014.02.025,2014,No differences found in bearing related hip survivorship at 10-12 years follow-up between patients with ceramic on highly cross-linked polyethylene bearings compared to patients with ceramic on ceramic bearings.
24674732,10.1016/j.arth.2014.02.024,2014,Is the newest fibrin sealant an effective strategy to reduce blood loss after total knee arthroplasty? A randomized controlled study.
24674731,10.1016/j.arth.2014.02.029,2014,Effects of micro-arc oxidation coating on outcomes of a cementless grit-blasted tapered-wedge stem in total hip arthroplasty.
24674730,10.1016/j.arth.2014.02.021,2014,Bariatric surgery prior to total joint arthroplasty may not provide dramatic improvements in post-arthroplasty surgical outcomes.
24656638,10.1016/j.arth.2014.02.018,2014,Postoperative range of motion does not correlate with patient reported outcome scores in Asians after total knee arthroplasty.
24656637,10.1016/j.arth.2014.02.017,2014,The effect of strut allograft and its position on Vancouver type B1 periprosthetic femoral fractures: a biomechanical study.
24726173,10.1016/j.arth.2014.03.007,2014,Isolated acetabular revision with ceramic-on-ceramic bearings using a ceramic head with a metal sleeve.
24656056,10.1016/j.arth.2014.02.015,2014,Long-term results using the straight tapered femoral cementless hip stem in total hip arthroplasty: a minimum of twenty-year follow-up.
24655612,10.1016/j.arth.2014.02.003,2014,"Case studies in management of THA failure secondary to taper corrosion, modular junctions and metal-on-metal bearings."
24655611,10.1016/j.arth.2014.02.004,2014,Dealing with recalled components.
24655610,10.1016/j.arth.2014.02.005,2014,Metal ion levels: how can they help us?
24698818,10.1016/j.arth.2014.02.027,2014,Polyethylene wear and osteolysis is associated with high revision rate of a small sized porous coated THA in patients with hip dysplasia.
24703364,10.1016/j.arth.2014.02.030,2014,Thirty-day readmission following total hip and knee arthroplasty - a preliminary single institution predictive model.
24655608,10.1016/j.arth.2014.02.007,2014,Cross-sectional imaging in evaluation of soft tissue reactions secondary to metal debris.
24703365,10.1016/j.arth.2014.02.028,2014,Predictors of the need for critical care after total joint arthroplasty: an update of our institutional risk stratification model.
24736291,10.1016/j.arth.2014.03.015,2014,Total joint arthroplasty: trends in medicare reimbursement and implant prices.
24736290,10.1016/j.arth.2014.03.012,2014,Decreased infection rates following total joint arthroplasty in a large county run teaching hospital: a single surgeon's experience and possible solution.
24736289,10.1016/j.arth.2014.03.005,2014,Outcomes of total hip arthroplasty in spastic patients.
24726183,10.1016/j.arth.2014.03.004,2014,Does speed matter? Revision rates and functional outcomes in TKA in relation to duration of surgery.
24726182,10.1016/j.arth.2014.02.036,2014,"Does resident involvement impact post-operative complications following primary total knee arthroplasty? An analysis of 24,529 cases."
24726175,10.1016/j.arth.2014.03.008,2014,Component size mismatch of metal on metal hip arthroplasty: an avoidable never event.
24655613,10.1016/j.arth.2014.02.014,2014,What do we know about taper corrosion in total hip arthroplasty?
24857334,10.1016/j.arth.2014.03.023,2014,Plain radiographs fail to reflect femoral offset in total hip arthroplasty.
24636903,10.1016/j.arth.2014.02.011,2014,The 27 to 29-year outcomes of the PCA total hip arthroplasty in patients younger than 50 years old.
24631127,10.1016/j.arth.2014.02.001,2014,Factors determining discharge destination for patients undergoing total joint arthroplasty.
24813646,10.1016/j.arth.2014.03.025,2014,"Effects of adenosine triphosphate (ATP) on early recovery after total knee arthroplasty (TKA): a randomized, double-blind, controlled study."
24805826,10.1016/j.arth.2014.03.031,2014,Poor WOMAC scores in contralateral knee negatively impact TKA outcomes: data from the osteoarthritis initiative.
24798193,10.1016/j.arth.2014.04.001,2014,Massive bone defect compromises postoperative cup survivorship of acetabular revision hip arthroplasty with impaction bone grafting.
24798192,10.1016/j.arth.2014.03.040,2014,Stair ambulation biomechanics following total knee arthroplasty: a systematic review.
24793893,10.1016/j.arth.2014.03.032,2014,Topical application of tranexamic acid in primary total hip arthroplasty: a randomized double-blind controlled trial.
24798194,10.1016/j.arth.2014.03.029,2014,Antibiotic susceptibility in gram-positive chronic joint arthroplasty infections: increased aminoglycoside resistance rate in patients with prior aminoglycoside-impregnated cement spacer use.
24793892,10.1016/j.arth.2014.03.033,2014,A comparison of stability and clinical outcomes in single-radius versus multi-radius femoral design for total knee arthroplasty.
24793891,10.1016/j.arth.2013.09.007,2014,A nomogram to predict major complications after hip and knee arthroplasty.
24805827,10.1016/j.arth.2014.03.043,2014,Oxford unicompartmental knee arthroplasty versus age and gender matched total knee arthroplasty - functional outcome and survivorship analysis.
24810539,10.1016/j.arth.2014.03.019,2014,Patient specific instrumentation.
24793889,10.1016/j.arth.2014.03.028,2014,The mechanical stability of allografts after a cleaning process: comparison of two preparation modes.
24793571,10.1016/j.arth.2014.03.035,2014,The effect of severity of disease on cost burden of 30-day readmissions following total joint arthroplasty (TJA).
24793570,10.1016/j.arth.2014.03.034,2014,Liposomal bupivacaine versus traditional periarticular injection for pain control after total knee arthroplasty.
24813647,10.1016/j.arth.2014.02.034,2014,No additional benefit with use of a fibrin sealant to decrease peri-operative blood loss during primary total knee arthroplasty.
24780203,10.1016/j.arth.2014.03.021,2014,Five year results of the first US FDA-approved hip resurfacing device.
24851787,10.1016/j.arth.2014.04.020,2014,Cementless bipolar hemiarthroplasty using a micro-arc oxidation coated stem in patients with displaced femoral neck fractures.
24848782,10.1016/j.arth.2014.04.011,2014,Comparison of local infiltration of analgesia and sciatic nerve block in addition to femoral nerve block for total knee arthroplasty.
24851789,10.1016/j.arth.2014.03.036,2014,Modeling polyethylene wear acceleration due to femoral head dislocation damage.
24851792,10.1016/j.arth.2014.04.012,2014,Robotic guidance does not improve component position or short-term outcome in medial unicompartmental knee arthroplasty.
24612738,10.1016/j.arth.2014.01.033,2014,Compensatory strategies for muscle weakness during stair ascent in subjects with total knee arthroplasty.
24746490,10.1016/j.arth.2014.02.033,2014,Femoral component rotation in total knee arthroplasty: an MRI-based evaluation of our options.
24747004,10.1016/j.arth.2014.03.010,2014,Bone mineral density of the femur in autopsy retrieved total knee arthroplasties.
24767951,10.1016/j.arth.2014.03.014,2014,Can total knee arthroplasty be safely performed among nonagenarians? An evaluation of morbidity and mortality within a total joint replacement registry.
24851794,10.1016/j.arth.2014.04.007,2014,Intraoperative platelet-rich plasma does not improve outcomes of total knee arthroplasty.
24768500,10.1016/j.arth.2014.02.035,2014,Revision hip arthroplasty using a modular revision hip system in cases of severe bone loss.
24768192,10.1016/j.arth.2013.02.001,2014,Patient-reported compliance with thromboprophylaxis using an oral factor Xa inhibitor (rivaroxaban) following total hip and total knee arthroplasty.
24851791,10.1016/j.arth.2014.03.042,2014,An increase in cranial acetabular version with age: implications for femoroacetabular impingement.
24851790,10.1016/j.arth.2014.04.013,2014,Management of periprosthetic joint infection after total hip arthroplasty using a custom made articulating spacer (CUMARS); the Exeter experience.
24768545,10.1016/j.arth.2014.03.024,2014,Extreme variability in posterior slope of the proximal tibia: measurements on 2395 CT scans of patients undergoing UKA?
24631128,10.1016/j.arth.2014.02.009,2014,Modular necks in primary hip arthroplasty without anatomical deformity: no clear benefit on restoration of hip geometry and dislocation rate. An exploratory study.
24768544,10.1016/j.arth.2014.03.022,2014,Patient and intraoperative factors influencing satisfaction two to five years after primary total knee arthroplasty.
24768541,10.1016/j.arth.2014.03.026,2014,Tibial plateau coverage in UKA: a comparison of patient specific and off-the-shelf implants.
24630599,10.1016/j.arth.2014.01.031,2014,Cost benefit analysis of topical tranexamic acid in primary total hip and knee arthroplasty.
24630598,10.1016/j.arth.2014.01.034,2014,Preoperative predictors of pain following total knee arthroplasty.
24612739,10.1016/j.arth.2014.01.026,2014,Plateau-patella angle in evaluation of patellar height after total knee arthroplasty.
24612737,10.1016/j.arth.2014.01.032,2014,The effect of osteoarthritis on 1-year risk of ischemic heart disease following total knee arthroplasty.
24612736,10.1016/j.arth.2014.01.022,2014,The inter-observer and intra-observer reliability of the Paprosky femoral bone loss classification system.
24612735,10.1016/j.arth.2014.01.010,2014,Tumor endoprosthesis revision rates increase with peri-operative chemotherapy but are reduced with the use of cemented implant fixation.
24582161,10.1016/j.arth.2014.01.012,2014,A systematic review of clinical outcomes and survivorship after total knee arthroplasty with a contemporary modular knee system.
24582160,10.1016/j.arth.2014.01.024,2014,Patellar denervation in total knee arthroplasty without patellar resurfacing and postoperative anterior knee pain: a meta-analysis of randomized controlled trials.
24582159,10.1016/j.arth.2014.01.023,2014,Risk factors for total hip arthroplasty aseptic revision.
24581900,10.1016/j.arth.2014.01.019,2014,Transfer of patient care during two-stage exchange for periprosthetic joint infection leads to inferior outcomes.
24581899,10.1016/j.arth.2014.01.006,2014,Postoperative falls after total knee arthroplasty in patients with a femoral nerve catheter: can we reduce the incidence?
24736292,10.1016/j.arth.2014.03.020,2014,The outcome of modified extended trochanteric osteotomy in revision THA for Vancouver B2/B3 periprosthetic fractures of the femur.
24709524,10.1016/j.arth.2014.02.016,2014,Micromotion of cementless tibial baseplates: keels with adjuvant pegs offer more stability than pegs alone.
24851786,10.1016/j.arth.2014.04.018,2014,Dental clearance prior to elective arthroplasty may not be needed for everyone.
24793890,10.1016/j.arth.2014.03.030,2014,MRI findings following metal on metal hip arthroplasty and their relationship with metal ion levels and acetabular inclination angles.
24814806,10.1016/j.arth.2014.04.005,2014,"Correlation between physician specific discharge costs, LOS, and 30-day readmission rates: an analysis of 1,831 cases."
24814890,10.1016/j.arth.2014.03.039,2014,Comparison between intravenous and intra-articular regimens of tranexamic acid in reducing blood loss during total knee arthroplasty.
24814891,10.1016/j.arth.2014.04.002,2014,Unicompartmental knee arthroplasty versus high tibial osteotomy: United States practice patterns for the surgical treatment of unicompartmental arthritis.
24824187,10.1016/j.arth.2013.07.018,2014,The impact of patellar resurfacing in two-stage revision of the infected total knee arthroplasty.
24836176,10.1016/j.arth.2014.03.041,2014,Total knee arthroplasty after lower extremity amputation: a review of 13 cases.
24768543,10.1016/j.arth.2014.03.011,2014,Comparison of intravenous versus topical tranexamic acid in total knee arthroplasty: a prospective randomized study.
24768542,10.1016/j.arth.2014.03.027,2014,Risk versus reward: total joint arthroplasty outcomes after various solid organ transplantations.
24836652,10.1016/j.arth.2014.04.006,2014,Mortality after shoulder arthroplasty.
24845717,10.1016/j.arth.2014.04.014,2014,The distribution of implant fixation for femoral components of TKA: a postmortem retrieval study.
24845718,10.1016/j.arth.2014.04.023,2014,Proximal deep venous thrombosis and pulmonary embolus following total joint arthroplasty.
24848780,10.1016/j.arth.2014.04.021,2014,Trends in same-day bilateral total knee arthroplasty.
24848781,10.1016/j.arth.2014.03.038,2014,Navigating the reaming of the acetabular cavity in total hip arthroplasty: does it improve implantation accuracy?
24851785,10.1016/j.arth.2014.04.017,2014,The fate of osteophytes in the superolateral region of the acetabulum after total hip arthroplasty.
24851788,10.1016/j.arth.2014.04.008,2014,Acute delayed infection: increased risk in failed metal on metal total hip arthroplasty.
25081510,10.1016/j.arth.2014.06.023,2014,Aseptic loosening rate of the Mayo femoral stem with medium-term follow up.
24742717,10.1016/j.arth.2014.02.010,2014,Standing versus supine radiographs to evaluate femoral head penetration in the polyethylene liner after total hip arthroplasty.
25081508,10.1016/j.arth.2014.07.005,2014,Serum inflammatory markers for periprosthetic knee infection in obese versus non-obese patients.
24957801,10.1016/j.arth.2014.04.027,2014,Incidence of heterotopic ossification in direct anterior total hip arthroplasty: a retrospective radiographic review.
24891002,10.1016/j.arth.2014.04.026,2014,"Predictors of allogeneic blood transfusion in total hip and knee arthroplasty in the United States, 2000-2009."
24857335,10.1016/j.arth.2014.04.022,2014,Mortality following hip arthroplasty--inappropriate use of National Joint Registry (NJR) data.
24863850,10.1016/j.arth.2014.04.016,2014,A prospective randomized study of bicompartmental vs. total knee arthroplasty with functional testing and short term outcome.
24881023,10.1016/j.arth.2014.04.003,2014,"Feasibility, effectiveness and costs associated with a web-based follow-up assessment following total joint arthroplasty."
24881024,10.1016/j.arth.2014.04.015,2014,Evaluation of medial-lateral stability and functional outcome following total knee arthroplasty: results of a single hospital joint registry.
24890992,10.1016/j.arth.2014.04.033,2014,"The effect of obesity on the clinical, functional and radiological outcome of cementless total hip replacement: a case-matched study with a minimum 10-year follow-up."
24890993,10.1016/j.arth.2014.04.041,2014,Predictivity and fate of metal ion release from metal-on-metal total hip prostheses.
24890994,10.1016/j.arth.2014.04.029,2014,National trends in the utilization of blood transfusions in total hip and knee arthroplasty.
24890995,10.1016/j.arth.2014.04.025,2014,Patient-specific instrumentation in total knee arthroplasty provides no improvement in component alignment.
24890996,10.1016/j.arth.2014.04.024,2014,Can post-cam function be replaced by addition of a third condyle in PS TKA?
24890997,10.1016/j.arth.2014.04.028,2014,Italian version of University of California at Los Angeles (UCLA) Activity Score: cross-cultural adaptation.
24890998,10.1016/j.arth.2014.04.036,2014,Greater prevalence of wound complications requiring reoperation with direct anterior approach total hip arthroplasty.
24961891,10.1016/j.arth.2014.05.013,2014,Detection of small periprosthetic bone defects after total knee arthroplasty.
24890999,10.1016/j.arth.2014.04.032,2014,Historical implant or current best standard? Minimum five year follow-up outcomes of cemented Thompson hemiarthroplasties.
24891003,10.1016/j.arth.2014.04.010,2014,Effect of microseparation and third-body particles on dual-mobility crosslinked hip liner wear.
24953946,10.1016/j.arth.2014.05.004,2014,Is bilateral total knee arthroplasty staged at a one-week interval safe? A matched case control study.
24891004,10.1016/j.arth.2014.04.031,2014,Stockinette application over a non-prepped foot risks proximal contamination.
24895065,10.1016/j.arth.2014.04.039,2014,Midterm results of a femoral stem with a modular neck design: clinical outcomes and metal ion analysis.
24906519,10.1016/j.arth.2014.04.037,2014,Conventional versus computer-assisted technique for total knee arthroplasty: a minimum of 5-year follow-up of 200 patients in a prospective randomized comparative trial.
24908625,10.1016/j.arth.2014.04.030,2014,Is ultrasound screening reliable for adverse local tissue reaction after hip arthroplasty?
24927866,10.1016/j.arth.2014.05.002,2014,Cement in cement revision of the femoral component using a collarless triple taper: a midterm clinical and radiographic assessment.
24927867,10.1016/j.arth.2014.05.003,2014,High failure rates of the Spectron EF stem at a minimum of 10 year's follow-up.
24927868,10.1016/j.arth.2014.05.001,2014,Risk factors for manipulation after total knee arthroplasty: a pooled electronic health record database study.
24927869,10.1016/j.arth.2014.04.043,2014,Comparison of health care costs between aseptic and two stage septic hip revision.
24929282,10.1016/j.arth.2013.07.027,2014,Periprosthetic supracondylar femoral fractures above a total knee replacement: compatibility guide for fixation with a retrograde intramedullary nail.
24929283,10.1016/j.arth.2014.04.042,2014,Revision total hip arthroplasty with a modular cementless femoral stem.
24931436,10.1016/j.arth.2014.05.006,2014,Longitudinal magnetic resonance imaging of pseudotumors following metal-on-metal total hip arthroplasty.
24891001,10.1016/j.arth.2014.04.034,2014,A 5-8 year retrospective follow-up of the C-stem AMT femoral component: patient reported outcomes and survivorship analysis.
24939637,10.1016/j.arth.2014.05.005,2014,One-component revision in total hip arthroplasty: the fate of the retained component.
24961892,10.1016/j.arth.2014.04.046,2014,A randomized controlled trial comparing Oxinium and cobalt-chrome on standard and cross-linked polyethylene.
25007723,10.1016/j.arth.2014.03.051,2014,"Direct anterior total hip arthroplasty yields more rapid voluntary cessation of all walking aids: a prospective, randomized clinical trial."
25081509,10.1016/j.arth.2014.06.017,2014,Inversion of the acetabular labrum triggers rapidly destructive osteoarthritis of the hip: representative case report and proposed etiology.
25007726,10.1016/j.arth.2013.07.024,2014,Why are total knee arthroplasties failing today--has anything changed after 10 years?
24961893,10.1016/j.arth.2014.01.039,2014,Current data do not support routine use of patient-specific instrumentation in total knee arthroplasty.
24961894,10.1016/j.arth.2014.05.011,2014,Incidence of patellar clunk syndrome in fixed versus high-flex mobile bearing posterior-stabilized total knee arthroplasty.
24970581,10.1016/j.arth.2014.05.007,2014,"Focused risk analysis: regression model based on 5,314 total hip and knee arthroplasty patients from a single institution."
24972999,10.1016/j.arth.2014.03.049,2014,Clinical & radiographic outcomes of cemented vs. diaphyseal engaging cementless stems in aseptic revision TKA.
24973000,10.1016/j.arth.2014.05.015,2014,Morbidity and mortality in the thirty-day period following total hip arthroplasty: risk factors and incidence.
24973001,10.1016/j.arth.2014.03.046,2014,Revision THA in obese patients is associated with high re-operation rates at short-term follow-up.
24973927,10.1016/j.arth.2014.03.055,2014,Do you have to remove a corroded femoral stem?
24973928,10.1016/j.arth.2014.01.040,2014,Adverse clinical outcomes in a primary modular neck/stem system.
24973929,10.1016/j.arth.2013.12.036,2014,Percent body fat more associated with perioperative risks after total joint arthroplasty than body mass index.
24973930,10.1016/j.arth.2014.03.052,2014,Variations in hospital billing for total joint arthroplasty.
24973931,10.1016/j.arth.2014.01.041,2014,Barbed versus standard sutures for closure in total knee arthroplasty: a multicenter prospective randomized trial.
25007724,10.1016/j.arth.2014.05.010,2014,"The effect of viscosity on cement penetration in total knee arthroplasty, an application of the squeeze film effect."
24973932,10.1016/j.arth.2014.02.041,2014,Can a hip and knee adult reconstruction orthopaedic surgeon sustain a practice comprised entirely of Medicare patients?
24986509,10.1016/j.arth.2014.05.020,2014,Influence of clinical and radiological variables on the extent and distribution of periprosthetic osteolysis in total hip arthroplasty with a hydroxyapatite-coated multiple-hole acetabular component: a magnetic resonance imaging study.
24994705,10.1016/j.arth.2013.12.035,2014,"Reproducible fixation with a tapered, fluted, modular, titanium stem in revision hip arthroplasty at 8-15 years follow-up."
24996584,10.1016/j.arth.2014.05.018,2014,Preoperative comorbidities as potential risk factors for venous thromboembolism after joint arthroplasty: a systematic review and meta-analysis of cohort and case-control studies.
24996585,10.1016/j.arth.2014.05.019,2014,The impact of body mass index on patient reported outcome measures (PROMs) and complications following primary hip arthroplasty.
24996586,10.1016/j.arth.2013.12.034,2014,Mechanically assisted taper corrosion in modular TKA.
24997650,10.1016/j.arth.2014.06.003,2014,"Resident involvement does not influence complication after total hip arthroplasty: an analysis of 13,109 cases."
24997651,10.1016/j.arth.2014.01.038,2014,"Weighted versus uniform dose of tranexamic acid in patients undergoing primary, elective knee arthroplasty: a prospective randomized controlled trial."
24997652,10.1016/j.arth.2014.01.036,2014,Outcomes after revision of metal-on-metal hip resurfacing arthroplasty.
24997653,10.1016/j.arth.2014.04.035,2014,Relative head size increase using an anatomic dual mobility hip prosthesis compared to traditional hip arthroplasty: impact on hip stability.
24997654,10.1016/j.arth.2014.05.027,2014,Corrosion on the acetabular liner taper from retrieved modular metal-on-metal total hip replacements.
24998319,10.1016/j.arth.2014.03.044,2014,Vitamin E-diffused highly cross-linked UHMWPE particles induce less osteolysis compared to highly cross-linked virgin UHMWPE particles in vivo.
24998320,10.1016/j.arth.2014.05.014,2014,Linkage mapping and whole exome sequencing identify a shared variant in CX3CR1 in a large multi-generation family.
25001470,10.1016/j.arth.2014.02.039,2014,Patients' willingness to contribute to cost of novel implants in total joint arthroplasty.
24975486,10.1016/j.arth.2014.05.023,2014,Predictive risk factors for 30-day readmissions following primary total joint arthroplasty and modification of patient management.
24939638,10.1016/j.arth.2014.05.008,2014,Fixation and wear with a contemporary acetabular component and cross-linked polyethylene at minimum 10-year follow-up.
24970582,10.1016/j.arth.2014.03.054,2014,Patient and disease characteristics associated with hip arthroscopy failure in acetabular dysplasia.
25007727,10.1016/j.arth.2014.03.048,2014,Predictors and complications of blood transfusion in total hip and knee arthroplasty.
25081513,10.1016/j.arth.2014.06.026,2014,Are there identifiable risk factors and causes associated with unplanned readmissions following total knee arthroplasty?
25081512,10.1016/j.arth.2014.06.020,2014,Comparison between preassembled and modular cups in primary cementless total hip arthroplasty: a two-year minimum follow-up study.
25042579,10.1016/j.arth.2014.05.024,2014,The effect of body mass index on outcome in total hip arthroplasty: early analysis from the New Zealand Joint Registry.
25012918,10.1016/j.arth.2014.05.022,2014,Unnecessary magnetic resonance imaging of hips: an economic burden to patients and the healthcare system.
25015754,10.1016/j.arth.2014.06.004,2014,Total joint arthroplasty surgery: does day of surgery matter?
25015755,10.1016/j.arth.2014.03.053,2014,Revising an HTO or UKA to TKA: is it more like a primary TKA or a revision TKA?
25015756,10.1016/j.arth.2014.05.025,2014,"Prospective, randomized trial to evaluate efficacy of a thrombin-based hemostatic agent in total knee arthroplasty."
25015757,10.1016/j.arth.2014.05.028,2014,Revision total knee arthroplasty for failure of primary treatment of periprosthetic knee fractures.
25015758,10.1016/j.arth.2014.06.005,2014,Length of storage of transfused red blood cells and risk of prosthetic joint infection after primary knee arthroplasty.
25015759,10.1016/j.arth.2014.03.047,2014,Decreased blood transfusion following revision total knee arthroplasty using tranexamic acid.
25023783,10.1016/j.arth.2014.05.021,2014,A systematic review and meta-analysis of the standard versus mini-incision posterior approach to total hip arthroplasty.
25034881,10.1016/j.arth.2014.02.040,2014,Patient reported allergies are a risk factor for poor outcomes in total hip and knee arthroplasty.
25034883,10.1016/j.arth.2014.06.001,2014,"Total hip arthroplasty after acetabular fracture: incidence of complications, reoperation rates and functional outcomes: evidence today."
25081514,10.1016/j.arth.2014.06.002,2014,The effect of obesity and increasing age on operative time and length of stay in primary hip and knee arthroplasty.
25034884,10.1016/j.arth.2014.03.045,2014,Patellar clunk syndrome after total knee arthroplasty; risk factors and functional outcomes of arthroscopic treatment.
25041874,10.1016/j.arth.2014.05.012,2014,Non-oncologic total femoral arthroplasty: retrospective review.
25047457,10.1016/j.arth.2014.03.050,2014,"A prospective, randomized comparison of posterior stabilized versus cruciate-substituting total knee arthroplasty: a preliminary report with minimum 2-year results."
25081511,10.1016/j.arth.2014.06.022,2014,"Outcomes and complications following total hip arthroplasty in the super-obese patient, BMI > 50."
25047458,10.1016/j.arth.2014.05.029,2014,"Safety and efficacy of edoxaban, an oral factor xa inhibitor, for thromboprophylaxis after total hip arthroplasty in Japan and Taiwan."
25052045,10.1016/j.arth.2014.06.011,2014,Acetabular wall augmentation in selected patients with recurrent dislocation after THA.
25060560,10.1016/j.arth.2014.01.035,2014,Results of the Oxford Phase 3 mobile bearing medial unicompartmental knee arthroplasty from an independent center: 467 knees at a mean 6-year follow-up: analysis of predictors of failure.
25060561,10.1016/j.arth.2014.06.008,2014,A novel methodological approach for measuring symptomatic change following total joint arthroplasty.
25062807,10.1016/j.arth.2014.05.017,2014,Trends in total hip arthroplasty implant utilization in the United States.
25064018,10.1016/j.arth.2014.06.013,2014,Partial lateral patellar facetectomy as an alternative to lateral release in Total Knee Arthroplasty (TKA).
25070900,10.1016/j.arth.2014.06.016,2014,Tibial rotational alignment was significantly improved by use of a CT-navigated control device in total knee arthroplasty.
25070901,10.1016/j.arth.2014.06.014,2014,Lateral patellar facetectomy and medial reefing in patients with lateral facet syndrome after patellar-retaining total knee arthroplasty.
25007725,10.1016/j.arth.2014.05.026,2014,Combination of intravenous and topical application of tranexamic acid in primary total knee arthroplasty: a prospective randomized controlled trial.
25073900,10.1016/j.arth.2014.06.018,2014,"Primary total knee arthroplasty allogenic transfusion trends, length of stay, and complications: nationwide inpatient sample 2000-2009."
25041873,10.1016/j.arth.2014.06.010,2014,"Is continuous adductor canal block better than continuous femoral nerve block after total knee arthroplasty? Effect on ambulation ability, early functional recovery and pain control: a randomized controlled trial."
25212282,10.1016/j.arth.2014.08.011,2014,"Zirconia phase transformation, metal transfer, and surface roughness in retrieved ceramic composite femoral heads in total hip arthroplasty."
25065735,10.1016/j.arth.2014.06.019,2014,Patient-specific versus conventional instrumentation for total knee arthroplasty: peri-operative and cost differences.
25189673,10.1016/j.arth.2014.07.029,2014,"Risk stratification algorithm for management of patients with dual modular taper total hip arthroplasty: consensus statement of the American Association of Hip and Knee Surgeons, the American Academy of Orthopaedic Surgeons and the Hip Society."
