topic_i,topic_j,label_i,label_j,cosine_raw,cosine_centered,cosine_ctfidf,keyword_jaccard
19,36,"Patellar Resurfacing, PCL Management, and Knee Design",Periprosthetic Fracture Treatment and Fixation,0.9971874952316284,-0.07748830318450928,0.36076166961388706,0.08108108108108109
47,70,Ambulatory Surgery Center and Outpatient TJA,Femoral Stem Survival and Aseptic Loosening,0.9929375052452087,-0.3911498188972473,0.360622850194876,0.14285714285714285
29,54,Machine Learning Prediction of Arthroplasty Outcomes,Morbid Obesity and Joint Arthroplasty Complications,0.990398645401001,-0.17731669545173645,0.36034806130394603,0.08108108108108109
31,50,Hip-Spine Syndrome and Lumbar Fusion After THA,Minimally Invasive Surgical Approaches in TJA,0.9964596629142761,0.03470923751592636,0.36027867227181043,0.17647058823529413
2,6,Primary Total Hip Arthroplasty Technique and Outcomes,Observational Study Design and Statistical Methods,0.9876232147216797,-0.6330269575119019,0.36018591327612753,0.14285714285714285
7,13,Systematic Reviews and Meta-Analyses,Case Reports of Unusual Arthroplasty Complications,0.9912463426589966,0.1409214735031128,0.35982755341451683,0.1111111111111111
5,66,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Blood Loss and Transfusion Management,0.987953245639801,-0.024061262607574463,0.3597309947737959,0.1111111111111111
11,68,Aspirin vs Anticoagulant VTE Prophylaxis,Arthroplasty Volume Trends and Future Projections,0.9952976703643799,0.17443013191223145,0.3594933479084484,0.1111111111111111
4,34,KOOS and Knee-Specific PROMs,"Opioid Use, Prescription Patterns, and Stewardship",0.9971233010292053,0.29074856638908386,0.3594597180290475,0.17647058823529413
21,68,Adverse Local Tissue Reactions and Implant Corrosion,Arthroplasty Volume Trends and Future Projections,0.9900548458099365,-0.23795238137245178,0.3594534276085872,0.14285714285714285
7,63,Systematic Reviews and Meta-Analyses,Knee Flexion and Range of Motion After TKA,0.9943088889122009,-0.09474129974842072,0.35941928096672726,0.1111111111111111
19,31,"Patellar Resurfacing, PCL Management, and Knee Design",Hip-Spine Syndrome and Lumbar Fusion After THA,0.9971776008605957,-0.1714039146900177,0.35927570032877065,0.08108108108108109
11,77,Aspirin vs Anticoagulant VTE Prophylaxis,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9957873821258545,0.08115847408771515,0.358897802174051,0.14285714285714285
2,42,Primary Total Hip Arthroplasty Technique and Outcomes,Lower Extremity Deformity and Ligament Reconstruction,0.9948004484176636,0.1366119682788849,0.3588710773403767,0.08108108108108109
1,51,Acetabular Cup Orientation and Component Positioning,Soft Tissue Balancing and Ligament Release in TKA,0.9974609613418579,0.605369508266449,0.35861285328595777,0.1111111111111111
13,70,Case Reports of Unusual Arthroplasty Complications,Femoral Stem Survival and Aseptic Loosening,0.9924752116203308,0.24965021014213562,0.3585559007421086,0.1111111111111111
32,60,Cost-Effectiveness of Joint Arthroplasty,Bariatric Surgery Prior to Joint Arthroplasty,0.9936887621879578,0.017997439950704575,0.35845666271347343,0.14285714285714285
30,77,Unicompartmental Knee Arthroplasty Functional Outcomes,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9928954243659973,-0.34822672605514526,0.3581978822967759,0.14285714285714285
65,67,Medicare Reimbursement and Bundled Payments (Cms),Cardiac Complications and Medical Comorbidities After TJA,0.9762480854988098,-0.4589165151119232,0.3580677820862402,0.17647058823529413
16,57,Implant Retrieval and Corrosion Analysis,Ceramic Components and Periprosthetic Osteolysis,0.9967808127403259,0.6733883619308472,0.35803443251571326,0.14285714285714285
27,45,Medicare Reimbursement and Bundled Payments (Costs),Direct Anterior Approach Total Hip Arthroplasty,0.9958571195602417,0.08681400865316391,0.3579748252086463,0.17647058823529413
3,30,Periprosthetic Joint Infection Diagnosis and Treatment,Unicompartmental Knee Arthroplasty Functional Outcomes,0.9957764744758606,0.21850189566612244,0.35792921212532924,0.08108108108108109
3,11,Periprosthetic Joint Infection Diagnosis and Treatment,Aspirin vs Anticoagulant VTE Prophylaxis,0.9975724220275879,0.4785177707672119,0.357904659520796,0.08108108108108109
40,44,KOOS and Knee-Specific PROMs (Expectations),30-Day Readmission and Postoperative Complications,0.9953669905662537,0.3695927858352661,0.35755554282041435,0.14285714285714285
47,55,Ambulatory Surgery Center and Outpatient TJA,Cementless Stem Subsidence and Early Fixation,0.9955630898475647,-0.21803024411201477,0.3575098692810247,0.14285714285714285
12,47,Ceramic-on-Ceramic Bearings and Fracture,Ambulatory Surgery Center and Outpatient TJA,0.9899934530258179,-0.22919639945030212,0.357413365469208,0.1111111111111111
21,57,Adverse Local Tissue Reactions and Implant Corrosion,Ceramic Components and Periprosthetic Osteolysis,0.9949785470962524,0.5060293078422546,0.3573758898427183,0.14285714285714285
54,76,Morbid Obesity and Joint Arthroplasty Complications,Blood Loss and Transfusion Management (Hgb),0.9960614442825317,0.533771276473999,0.3573585327948251,0.14285714285714285
26,49,Femoral Head Taper Corrosion and Modular Junction Failure,Polyethylene Wear and Osteolysis,0.9918195009231567,0.4508194327354431,0.3573246317042998,0.17647058823529413
34,54,"Opioid Use, Prescription Patterns, and Stewardship",Morbid Obesity and Joint Arthroplasty Complications,0.9926544427871704,-0.008594593964517117,0.35732009830511435,0.14285714285714285
0,31,Tranexamic Acid and Perioperative Blood Management,Hip-Spine Syndrome and Lumbar Fusion After THA,0.9960016012191772,0.10854414850473404,0.35724447848561935,0.08108108108108109
4,50,KOOS and Knee-Specific PROMs,Minimally Invasive Surgical Approaches in TJA,0.9943804740905762,-0.1937270313501358,0.35718812412719325,0.14285714285714285
14,56,THA Survivorship and Long-Term Aseptic Loosening,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9968068599700928,0.539383053779602,0.3570861043419579,0.14285714285714285
28,55,Medicare Reimbursement and Bundled Payments (Proms),Cementless Stem Subsidence and Early Fixation,0.9955594539642334,-0.27880623936653137,0.35667077440343814,0.17647058823529413
22,40,AAHKS Member Survey Studies,KOOS and Knee-Specific PROMs (Expectations),0.9934984445571899,0.061409592628479004,0.3566526634176632,0.14285714285714285
27,29,Medicare Reimbursement and Bundled Payments (Costs),Machine Learning Prediction of Arthroplasty Outcomes,0.9961032867431641,0.29754140973091125,0.3564811302051762,0.08108108108108109
22,62,AAHKS Member Survey Studies,Same-Day Discharge Protocols in Joint Arthroplasty,0.9931923151016235,0.10458116233348846,0.3561019415071719,0.1111111111111111
13,47,Case Reports of Unusual Arthroplasty Complications,Ambulatory Surgery Center and Outpatient TJA,0.9906132221221924,-0.04366728663444519,0.3559131234091231,0.14285714285714285
1,45,Acetabular Cup Orientation and Component Positioning,Direct Anterior Approach Total Hip Arthroplasty,0.9952548742294312,0.07233933359384537,0.35589349510360885,0.08108108108108109
10,32,Aseptic Loosening of Hip and Knee Implants,Cost-Effectiveness of Joint Arthroplasty,0.9928756952285767,-0.25396692752838135,0.35586230628478077,0.17647058823529413
7,29,Systematic Reviews and Meta-Analyses,Machine Learning Prediction of Arthroplasty Outcomes,0.9932560920715332,-0.10104326903820038,0.35583525092260126,0.1111111111111111
36,62,Periprosthetic Fracture Treatment and Fixation,Same-Day Discharge Protocols in Joint Arthroplasty,0.9950318336486816,0.1573183536529541,0.35566471574354735,0.1111111111111111
11,28,Aspirin vs Anticoagulant VTE Prophylaxis,Medicare Reimbursement and Bundled Payments (Proms),0.9956396222114563,0.10386696457862854,0.3555526695167567,0.17647058823529413
1,70,Acetabular Cup Orientation and Component Positioning,Femoral Stem Survival and Aseptic Loosening,0.9933077096939087,-0.09781574457883835,0.3553841902550126,0.14285714285714285
3,58,Periprosthetic Joint Infection Diagnosis and Treatment,Patient Satisfaction After Joint Arthroplasty,0.9963269233703613,0.016248956322669983,0.35529162313403684,0.08108108108108109
54,55,Morbid Obesity and Joint Arthroplasty Complications,Cementless Stem Subsidence and Early Fixation,0.9934654831886292,0.03852277249097824,0.3552903841823083,0.17647058823529413
35,59,Registry-Based Revision Risk and Implant Survivorship,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9907724857330322,0.20405904948711395,0.3550734500014333,0.1111111111111111
42,60,Lower Extremity Deformity and Ligament Reconstruction,Bariatric Surgery Prior to Joint Arthroplasty,0.9946051239967346,0.13401703536510468,0.3549910841504622,0.14285714285714285
3,59,Periprosthetic Joint Infection Diagnosis and Treatment,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9929846525192261,0.40950775146484375,0.35494299013035824,0.1111111111111111
10,22,Aseptic Loosening of Hip and Knee Implants,AAHKS Member Survey Studies,0.9922161102294922,-0.302691787481308,0.3545018297968057,0.17647058823529413
1,37,Acetabular Cup Orientation and Component Positioning,Femoral Head Collapse and Osteonecrosis,0.9958699941635132,0.2216339260339737,0.3543229027515527,0.1111111111111111
10,71,Aseptic Loosening of Hip and Knee Implants,Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9940539002418518,0.6055132150650024,0.3542649508203899,0.1111111111111111
7,34,Systematic Reviews and Meta-Analyses,"Opioid Use, Prescription Patterns, and Stewardship",0.9938404560089111,-0.18783313035964966,0.35408721096227974,0.17647058823529413
27,74,Medicare Reimbursement and Bundled Payments (Costs),Postoperative Rehabilitation and Physical Therapy,0.9960947036743164,0.2483416348695755,0.35403825436912295,0.14285714285714285
37,60,Femoral Head Collapse and Osteonecrosis,Bariatric Surgery Prior to Joint Arthroplasty,0.9927970170974731,-0.26778194308280945,0.3537291888455732,0.14285714285714285
21,53,Adverse Local Tissue Reactions and Implant Corrosion,Spinopelvic Parameters and Cup Positioning in THA,0.9929089546203613,0.12156019359827042,0.35336632564944387,0.1111111111111111
46,56,Radiographic Implant Survival and Loosening Assessment,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9933689832687378,-0.07159683108329773,0.3532998099688858,0.17647058823529413
30,48,Unicompartmental Knee Arthroplasty Functional Outcomes,Risk Assessment and Discharge Disposition Models,0.9890379905700684,-0.5532795786857605,0.35317840180477184,0.14285714285714285
10,15,Aseptic Loosening of Hip and Knee Implants,Medicare Reimbursement and Bundled Payments,0.9890871644020081,-0.5872833132743835,0.3531351453513327,0.17647058823529413
50,79,Minimally Invasive Surgical Approaches in TJA,KOOS Outcomes After Simultaneous Bilateral TKA,0.9925524592399597,-0.13493254780769348,0.35311297885224346,0.1111111111111111
21,51,Adverse Local Tissue Reactions and Implant Corrosion,Soft Tissue Balancing and Ligament Release in TKA,0.9951070547103882,0.43641504645347595,0.35285393090087636,0.14285714285714285
12,54,Ceramic-on-Ceramic Bearings and Fracture,Morbid Obesity and Joint Arthroplasty Complications,0.9917397499084473,0.2776717245578766,0.3527071071158925,0.14285714285714285
13,39,Case Reports of Unusual Arthroplasty Complications,Hip Dysplasia and Periacetabular Osteotomy,0.992626428604126,0.3773311674594879,0.35267654708781093,0.1111111111111111
47,50,Ambulatory Surgery Center and Outpatient TJA,Minimally Invasive Surgical Approaches in TJA,0.9953630566596985,0.04442276060581207,0.3526067705523889,0.17647058823529413
36,63,Periprosthetic Fracture Treatment and Fixation,Knee Flexion and Range of Motion After TKA,0.9966042041778564,-0.06503284722566605,0.3525078197564786,0.08108108108108109
5,64,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Relative Value Units and Surgical Work in TJA,0.9729518294334412,-0.6951145529747009,0.3523233788006113,0.25
8,24,"Knee Kinematics, Gap Balancing, and ROM",Biomechanical Testing and Implant Stability,0.9969134330749512,0.6792545318603516,0.35208677562807544,0.05263157894736842
20,37,Depression and Mental Health in Arthroplasty,Femoral Head Collapse and Osteonecrosis,0.9892531037330627,-0.1878836303949356,0.35208057779186236,0.1111111111111111
5,74,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Postoperative Rehabilitation and Physical Therapy,0.9856052398681641,-0.2866489887237549,0.3516603336477143,0.14285714285714285
19,35,"Patellar Resurfacing, PCL Management, and Knee Design",Registry-Based Revision Risk and Implant Survivorship,0.9954646229743958,-0.07543601095676422,0.3514988805492479,0.08108108108108109
8,10,"Knee Kinematics, Gap Balancing, and ROM",Aseptic Loosening of Hip and Knee Implants,0.9879335761070251,-0.4956570267677307,0.3512531118422416,0.17647058823529413
11,48,Aspirin vs Anticoagulant VTE Prophylaxis,Risk Assessment and Discharge Disposition Models,0.9929220080375671,-0.12913934886455536,0.35124495454585325,0.14285714285714285
0,78,Tranexamic Acid and Perioperative Blood Management,Preoperative Opioid Use and Outcomes,0.9934569597244263,0.4995079040527344,0.3510291348463078,0.17647058823529413
77,79,Bilateral Total Knee Arthroplasty and Simultaneous Staging,KOOS Outcomes After Simultaneous Bilateral TKA,0.9958021640777588,0.2771413326263428,0.3509219199589367,0.21212121212121213
23,44,Value-Based Care and Alternative Payment Models,30-Day Readmission and Postoperative Complications,0.9823421239852905,-0.1205844059586525,0.3507378308174634,0.14285714285714285
37,63,Femoral Head Collapse and Osteonecrosis,Knee Flexion and Range of Motion After TKA,0.9978256821632385,0.4685056209564209,0.3503987043097609,0.1111111111111111
1,36,Acetabular Cup Orientation and Component Positioning,Periprosthetic Fracture Treatment and Fixation,0.9948160648345947,-0.20836466550827026,0.35026359376395627,0.1111111111111111
12,68,Ceramic-on-Ceramic Bearings and Fracture,Arthroplasty Volume Trends and Future Projections,0.9902951717376709,-0.08527465164661407,0.34995361080754034,0.1111111111111111
13,36,Case Reports of Unusual Arthroplasty Complications,Periprosthetic Fracture Treatment and Fixation,0.9922624230384827,0.05192647501826286,0.3499173145444074,0.1111111111111111
13,46,Case Reports of Unusual Arthroplasty Complications,Radiographic Implant Survival and Loosening Assessment,0.991510272026062,0.06440950930118561,0.3498733665486747,0.14285714285714285
14,28,THA Survivorship and Long-Term Aseptic Loosening,Medicare Reimbursement and Bundled Payments (Proms),0.9935468435287476,-0.3776651918888092,0.34985331046339474,0.17647058823529413
42,70,Lower Extremity Deformity and Ligament Reconstruction,Femoral Stem Survival and Aseptic Loosening,0.997204065322876,0.48983925580978394,0.34984239103611403,0.08108108108108109
25,56,Implant Survival Analysis and Competing Risk Methods,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9833050966262817,-0.6724848747253418,0.3496305930154584,0.1111111111111111
11,30,Aspirin vs Anticoagulant VTE Prophylaxis,Unicompartmental Knee Arthroplasty Functional Outcomes,0.99528968334198,0.27511096000671387,0.34954986575659186,0.14285714285714285
18,25,Polyethylene Liner Performance,Implant Survival Analysis and Competing Risk Methods,0.9802989959716797,-0.4193924367427826,0.3494219511731989,0.14285714285714285
57,81,Ceramic Components and Periprosthetic Osteolysis,Knee Society Score and Clinical Outcome Reporting,0.9943485260009766,0.3814779818058014,0.34933821357365313,0.17647058823529413
55,56,Cementless Stem Subsidence and Early Fixation,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9946017861366272,0.030420668423175812,0.3492607130963872,0.14285714285714285
13,59,Case Reports of Unusual Arthroplasty Complications,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9936277270317078,0.5868093371391296,0.34923599425015367,0.08108108108108109
13,19,Case Reports of Unusual Arthroplasty Complications,"Patellar Resurfacing, PCL Management, and Knee Design",0.9905024766921997,-0.19194184243679047,0.34922681776682774,0.08108108108108109
1,31,Acetabular Cup Orientation and Component Positioning,Hip-Spine Syndrome and Lumbar Fusion After THA,0.9946428537368774,-0.3314928114414215,0.3489411618805553,0.08108108108108109
3,35,Periprosthetic Joint Infection Diagnosis and Treatment,Registry-Based Revision Risk and Implant Survivorship,0.9965964555740356,0.24657712876796722,0.3485869191241904,0.05263157894736842
30,33,Unicompartmental Knee Arthroplasty Functional Outcomes,Osteolysis and Implant Loosening,0.9935314655303955,0.242069810628891,0.34855040260898357,0.14285714285714285
45,56,Direct Anterior Approach Total Hip Arthroplasty,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9959672689437866,0.35018548369407654,0.34834134479754086,0.14285714285714285
1,18,Acetabular Cup Orientation and Component Positioning,Polyethylene Liner Performance,0.9928798675537109,0.39852070808410645,0.34827219282006106,0.21212121212121213
23,28,Value-Based Care and Alternative Payment Models,Medicare Reimbursement and Bundled Payments (Proms),0.9877471923828125,0.23131416738033295,0.34825021305510306,0.08108108108108109
50,51,Minimally Invasive Surgical Approaches in TJA,Soft Tissue Balancing and Ligament Release in TKA,0.9950242638587952,0.15800713002681732,0.3482478654871157,0.14285714285714285
28,39,Medicare Reimbursement and Bundled Payments (Proms),Hip Dysplasia and Periacetabular Osteotomy,0.9906872510910034,-0.3895076513290405,0.3481916140084795,0.1111111111111111
37,58,Femoral Head Collapse and Osteonecrosis,Patient Satisfaction After Joint Arthroplasty,0.9965505599975586,0.16831721365451813,0.3481619234505139,0.17647058823529413
1,46,Acetabular Cup Orientation and Component Positioning,Radiographic Implant Survival and Loosening Assessment,0.9941048622131348,-0.1095699593424797,0.3481287820698913,0.14285714285714285
13,57,Case Reports of Unusual Arthroplasty Complications,Ceramic Components and Periprosthetic Osteolysis,0.9888442754745483,0.05380947142839432,0.3478557423694428,0.1111111111111111
50,81,Minimally Invasive Surgical Approaches in TJA,Knee Society Score and Clinical Outcome Reporting,0.9952870607376099,0.3237265348434448,0.3477057388733124,0.1111111111111111
6,42,Observational Study Design and Statistical Methods,Lower Extremity Deformity and Ligament Reconstruction,0.9929602742195129,-0.05074051767587662,0.3475981312459855,0.14285714285714285
10,29,Aseptic Loosening of Hip and Knee Implants,Machine Learning Prediction of Arthroplasty Outcomes,0.9914473295211792,-0.46694886684417725,0.34756784862557305,0.08108108108108109
14,50,THA Survivorship and Long-Term Aseptic Loosening,Minimally Invasive Surgical Approaches in TJA,0.9940499067306519,-0.11186385154724121,0.3474788385121953,0.14285714285714285
50,63,Minimally Invasive Surgical Approaches in TJA,Knee Flexion and Range of Motion After TKA,0.9959062933921814,0.12598919868469238,0.3472642379007904,0.14285714285714285
28,42,Medicare Reimbursement and Bundled Payments (Proms),Lower Extremity Deformity and Ligament Reconstruction,0.9939436912536621,-0.3252773582935333,0.34710463710916206,0.17647058823529413
11,76,Aspirin vs Anticoagulant VTE Prophylaxis,Blood Loss and Transfusion Management (Hgb),0.99778151512146,0.5971144437789917,0.3470124375481503,0.14285714285714285
54,79,Morbid Obesity and Joint Arthroplasty Complications,KOOS Outcomes After Simultaneous Bilateral TKA,0.984754741191864,-0.666576623916626,0.3469869158666862,0.14285714285714285
27,34,Medicare Reimbursement and Bundled Payments (Costs),"Opioid Use, Prescription Patterns, and Stewardship",0.9974913597106934,0.46206390857696533,0.3468785240499895,0.17647058823529413
20,76,Depression and Mental Health in Arthroplasty,Blood Loss and Transfusion Management (Hgb),0.992207407951355,0.23693886399269104,0.34659904840356454,0.14285714285714285
67,79,Cardiac Complications and Medical Comorbidities After TJA,KOOS Outcomes After Simultaneous Bilateral TKA,0.9858931303024292,-0.6436364054679871,0.3465742808453277,0.14285714285714285
2,68,Primary Total Hip Arthroplasty Technique and Outcomes,Arthroplasty Volume Trends and Future Projections,0.9909863471984863,-0.4331645369529724,0.3463989497597351,0.1111111111111111
4,15,KOOS and Knee-Specific PROMs,Medicare Reimbursement and Bundled Payments,0.9952250719070435,0.22310325503349304,0.3461230617318896,0.14285714285714285
39,62,Hip Dysplasia and Periacetabular Osteotomy,Same-Day Discharge Protocols in Joint Arthroplasty,0.9920171499252319,0.14882895350456238,0.3459205289256271,0.1111111111111111
12,24,Ceramic-on-Ceramic Bearings and Fracture,Biomechanical Testing and Implant Stability,0.989696741104126,0.005270066671073437,0.34586607443051626,0.1111111111111111
24,46,Biomechanical Testing and Implant Stability,Radiographic Implant Survival and Loosening Assessment,0.9934853911399841,-0.029570313170552254,0.3457571255114556,0.05263157894736842
67,74,Cardiac Complications and Medical Comorbidities After TJA,Postoperative Rehabilitation and Physical Therapy,0.9919566512107849,-0.11199641227722168,0.3456126631373696,0.14285714285714285
12,26,Ceramic-on-Ceramic Bearings and Fracture,Femoral Head Taper Corrosion and Modular Junction Failure,0.9780063629150391,-0.36650264263153076,0.3456067181305891,0.08108108108108109
4,21,KOOS and Knee-Specific PROMs,Adverse Local Tissue Reactions and Implant Corrosion,0.9920358657836914,-0.10043627768754959,0.3454768734529464,0.17647058823529413
25,51,Implant Survival Analysis and Competing Risk Methods,Soft Tissue Balancing and Ligament Release in TKA,0.986459493637085,-0.4909460246562958,0.345452243625127,0.14285714285714285
3,12,Periprosthetic Joint Infection Diagnosis and Treatment,Ceramic-on-Ceramic Bearings and Fracture,0.9943503141403198,0.3378167152404785,0.34535455767614376,0.08108108108108109
75,81,Lower Extremity Alignment and Deformity Correction,Knee Society Score and Clinical Outcome Reporting,0.9943474531173706,0.2873930335044861,0.3450294521554204,0.14285714285714285
14,49,THA Survivorship and Long-Term Aseptic Loosening,Polyethylene Wear and Osteolysis,0.9961211681365967,0.3583664298057556,0.3450022417173658,0.1111111111111111
28,46,Medicare Reimbursement and Bundled Payments (Proms),Radiographic Implant Survival and Loosening Assessment,0.9944718480110168,-0.33372530341148376,0.3449732833204083,0.17647058823529413
4,44,KOOS and Knee-Specific PROMs,30-Day Readmission and Postoperative Complications,0.9941571950912476,-0.05644245445728302,0.3448308257612543,0.1111111111111111
26,55,Femoral Head Taper Corrosion and Modular Junction Failure,Cementless Stem Subsidence and Early Fixation,0.9881877303123474,-0.03565061092376709,0.34480973195414116,0.08108108108108109
10,64,Aseptic Loosening of Hip and Knee Implants,Relative Value Units and Surgical Work in TJA,0.9837440252304077,-0.710744321346283,0.34475421047676363,0.25
21,63,Adverse Local Tissue Reactions and Implant Corrosion,Knee Flexion and Range of Motion After TKA,0.9925273060798645,-0.032238367944955826,0.34445358300087126,0.1111111111111111
42,47,Lower Extremity Deformity and Ligament Reconstruction,Ambulatory Surgery Center and Outpatient TJA,0.9935693740844727,-0.3545536994934082,0.34440121564201703,0.1111111111111111
60,81,Bariatric Surgery Prior to Joint Arthroplasty,Knee Society Score and Clinical Outcome Reporting,0.9910987615585327,-0.13207927346229553,0.3443430179031033,0.14285714285714285
1,55,Acetabular Cup Orientation and Component Positioning,Cementless Stem Subsidence and Early Fixation,0.9947405457496643,-0.13811323046684265,0.3442343522329263,0.14285714285714285
4,51,KOOS and Knee-Specific PROMs,Soft Tissue Balancing and Ligament Release in TKA,0.9955676198005676,0.16583022475242615,0.3441739626231936,0.17647058823529413
14,16,THA Survivorship and Long-Term Aseptic Loosening,Implant Retrieval and Corrosion Analysis,0.9970616102218628,0.6442905068397522,0.3441382952388,0.05263157894736842
44,64,30-Day Readmission and Postoperative Complications,Relative Value Units and Surgical Work in TJA,0.9887745380401611,-0.0785818099975586,0.3439244181258408,0.21212121212121213
10,24,Aseptic Loosening of Hip and Knee Implants,Biomechanical Testing and Implant Stability,0.9914156794548035,-0.21002987027168274,0.34366037331603944,0.05263157894736842
32,67,Cost-Effectiveness of Joint Arthroplasty,Cardiac Complications and Medical Comorbidities After TJA,0.9927759766578674,0.03371105715632439,0.34341527871440236,0.17647058823529413
36,44,Periprosthetic Fracture Treatment and Fixation,30-Day Readmission and Postoperative Complications,0.9957119822502136,0.09548124670982361,0.3432964737335947,0.14285714285714285
11,32,Aspirin vs Anticoagulant VTE Prophylaxis,Cost-Effectiveness of Joint Arthroplasty,0.9949634075164795,0.10441357642412186,0.34314406541003345,0.14285714285714285
0,81,Tranexamic Acid and Perioperative Blood Management,Knee Society Score and Clinical Outcome Reporting,0.991968035697937,-0.05258893966674805,0.3430881371764228,0.14285714285714285
42,67,Lower Extremity Deformity and Ligament Reconstruction,Cardiac Complications and Medical Comorbidities After TJA,0.9936859607696533,0.13558949530124664,0.3430208518540973,0.14285714285714285
32,54,Cost-Effectiveness of Joint Arthroplasty,Morbid Obesity and Joint Arthroplasty Complications,0.9916263222694397,-0.04087836295366287,0.34268655301480005,0.14285714285714285
35,67,Registry-Based Revision Risk and Implant Survivorship,Cardiac Complications and Medical Comorbidities After TJA,0.9941290616989136,0.22347845137119293,0.3425981474619844,0.14285714285714285
10,48,Aseptic Loosening of Hip and Knee Implants,Risk Assessment and Discharge Disposition Models,0.9900219440460205,-0.5782827138900757,0.34253752548365596,0.08108108108108109
15,58,Medicare Reimbursement and Bundled Payments,Patient Satisfaction After Joint Arthroplasty,0.9928441047668457,-0.18804922699928284,0.3423803515341279,0.17647058823529413
21,67,Adverse Local Tissue Reactions and Implant Corrosion,Cardiac Complications and Medical Comorbidities After TJA,0.9842912554740906,-0.580286979675293,0.3419377084930243,0.14285714285714285
11,36,Aspirin vs Anticoagulant VTE Prophylaxis,Periprosthetic Fracture Treatment and Fixation,0.9969034194946289,0.2532604932785034,0.3411836441468575,0.14285714285714285
21,54,Adverse Local Tissue Reactions and Implant Corrosion,Morbid Obesity and Joint Arthroplasty Complications,0.9831197261810303,-0.6013181209564209,0.3409997814058304,0.17647058823529413
46,67,Radiographic Implant Survival and Loosening Assessment,Cardiac Complications and Medical Comorbidities After TJA,0.992849588394165,-0.05239744484424591,0.3408532336127455,0.1111111111111111
24,70,Biomechanical Testing and Implant Stability,Femoral Stem Survival and Aseptic Loosening,0.9933315515518188,0.0632166713476181,0.34084325383096703,0.1111111111111111
2,50,Primary Total Hip Arthroplasty Technique and Outcomes,Minimally Invasive Surgical Approaches in TJA,0.9952364563941956,0.2225663959980011,0.34073037954148355,0.1111111111111111
11,40,Aspirin vs Anticoagulant VTE Prophylaxis,KOOS and Knee-Specific PROMs (Expectations),0.9951578974723816,0.28038907051086426,0.3406628986299569,0.14285714285714285
6,64,Observational Study Design and Statistical Methods,Relative Value Units and Surgical Work in TJA,0.986372172832489,-0.23530641198158264,0.340563030279786,0.25
4,11,KOOS and Knee-Specific PROMs,Aspirin vs Anticoagulant VTE Prophylaxis,0.9938880205154419,-0.2521325647830963,0.3404829218417152,0.17647058823529413
12,40,Ceramic-on-Ceramic Bearings and Fracture,KOOS and Knee-Specific PROMs (Expectations),0.9915785789489746,0.16159817576408386,0.3404784517766182,0.08108108108108109
1,25,Acetabular Cup Orientation and Component Positioning,Implant Survival Analysis and Competing Risk Methods,0.9863365888595581,-0.5126219391822815,0.34046180440610463,0.1111111111111111
3,4,Periprosthetic Joint Infection Diagnosis and Treatment,KOOS and Knee-Specific PROMs,0.9952672719955444,-0.27654027938842773,0.3403228918781323,0.08108108108108109
22,65,AAHKS Member Survey Studies,Medicare Reimbursement and Bundled Payments (Cms),0.989355206489563,0.3755284547805786,0.3402973706510422,0.08108108108108109
7,15,Systematic Reviews and Meta-Analyses,Medicare Reimbursement and Bundled Payments,0.9896069765090942,-0.44549983739852905,0.340109823741123,0.17647058823529413
40,70,KOOS and Knee-Specific PROMs (Expectations),Femoral Stem Survival and Aseptic Loosening,0.9930799007415771,-0.02446603961288929,0.3399043115505381,0.1111111111111111
35,44,Registry-Based Revision Risk and Implant Survivorship,30-Day Readmission and Postoperative Complications,0.9952554106712341,0.24795377254486084,0.33986634317694536,0.17647058823529413
6,63,Observational Study Design and Statistical Methods,Knee Flexion and Range of Motion After TKA,0.9930707216262817,-0.1340683400630951,0.3398592529293526,0.1111111111111111
20,33,Depression and Mental Health in Arthroplasty,Osteolysis and Implant Loosening,0.988879919052124,0.0814080685377121,0.3397737714198706,0.1111111111111111
51,58,Soft Tissue Balancing and Ligament Release in TKA,Patient Satisfaction After Joint Arthroplasty,0.9952153563499451,0.10109197348356247,0.3397427202087507,0.17647058823529413
40,77,KOOS and Knee-Specific PROMs (Expectations),Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9941353797912598,-0.054917316883802414,0.339724998794236,0.17647058823529413
56,58,Tibial Mechanical Axis and Varus-Valgus Alignment,Patient Satisfaction After Joint Arthroplasty,0.9934080839157104,-0.07647767663002014,0.3395449076531297,0.14285714285714285
13,20,Case Reports of Unusual Arthroplasty Complications,Depression and Mental Health in Arthroplasty,0.9895680546760559,0.2606159746646881,0.33949759484889774,0.14285714285714285
