topic_id,final_clinical_label,rank,pmid,year,title
31,Hip-Spine Syndrome and Lumbar Fusion After THA,4,38909856,2024,Risk Factors for Trochanteric Bursitis Following Total Hip Arthroplasty: A Radiographic Analysis.
31,Hip-Spine Syndrome and Lumbar Fusion After THA,5,32828621,2021,Asymptomatic Gluteal Tendinopathies Negatively Impact Outcomes of Total Hip Arthroplasty: A Propensity Score-Matched Study.
32,Cost-Effectiveness of Joint Arthroplasty,1,34592356,2022,Cost-Effectiveness of Preoperative Spinal Imaging Before Total Hip Arthroplasty.
32,Cost-Effectiveness of Joint Arthroplasty,2,32933797,2021,Preoperative Allergy Testing for Patients Reporting Penicillin and Cephalosporin Allergies is Cost-Effective in Preventing Infection after Total Knee and Hip Arthroplasty.
32,Cost-Effectiveness of Joint Arthroplasty,3,37858709,2024,The Financial Burden of Aspirin versus Oral Factor Xa Inhibitors for Thromboprophylaxis Following Total Knee Arthroplasty.
32,Cost-Effectiveness of Joint Arthroplasty,4,33775467,2021,Perioperative Medical Optimization of Symptomatic Benign Prostatic Hyperplasia Is an Economically Justified Infection Prevention Strategy in Total Joint Arthroplasty.
32,Cost-Effectiveness of Joint Arthroplasty,5,36470363,2023,Early Total Hip Arthroplasty is a Cost-Effective Treatment for Severe Radiographic Slipped Capital Femoral Epiphysis Over an Individual's Lifetime.
33,Osteolysis and Implant Loosening,1,27067469,2016,Hip Resurfacing Using Highly Cross-linked Polyethylene: Prospective Study Results at 8.5 Years.
33,Osteolysis and Implant Loosening,2,21266305,2011,Midterm results of 506 solid trispiked reflection cementless acetabular components for primary total hip arthroplasty.
33,Osteolysis and Implant Loosening,3,23146368,2012,Ten- to 15-year clinical and radiographic results for a compression molded monoblock elliptical acetabular component.
33,Osteolysis and Implant Loosening,4,21550764,2011,Early failure of articular surface replacement XL total hip arthroplasty.
33,Osteolysis and Implant Loosening,5,21466945,2011,Primary total hip arthroplasty with an uncemented femoral component five- to nine-year results.
34,"Opioid Use, Prescription Patterns, and Stewardship",1,30890391,2019,Effect of Adductor Canal Block on Acute Perioperative Pain and Function in Total Knee Arthroplasty.
34,"Opioid Use, Prescription Patterns, and Stewardship",2,38599532,2024,Intraoperative Surgeon-Administered Adductor Canal Block Is a Safe Alternative to Preoperative Anesthesiologist-Administered Adductor Canal Block in Primary Total Knee Arthroplasty.
34,"Opioid Use, Prescription Patterns, and Stewardship",3,33610407,2021,"Discontinuation of Intraoperative Liposomal Bupivacaine in Primary THA Does Not Clinically Change Postoperative Subjective Pain, Opioid Consumption, or Objective Functional Status."
34,"Opioid Use, Prescription Patterns, and Stewardship",4,39617272,2025,Implementation of a Patient-Specific Opioid Taper Calculator for Total Hip and Knee Arthroplasty: A Pre- and Post-Implementation Study.
34,"Opioid Use, Prescription Patterns, and Stewardship",5,22386610,2012,Retrospective evaluation of inpatient celecoxib use after total hip and knee arthroplasty at a Veterans Affairs Medical Center.
35,Registry-Based Revision Risk and Implant Survivorship,1,39127311,2025,Survivorship of Modern Cementless Total Knee Arthroplasty: Analysis From the Canadian Joint Replacement Registry.
35,Registry-Based Revision Risk and Implant Survivorship,2,41999789,2026,High-Offset Stems Are Associated With an Increase in Revision due to Femoral Loosening and All-Cause: A Registry-Based Observational Retrospective Cohort Study.
35,Registry-Based Revision Risk and Implant Survivorship,3,39551405,2025,"No Increased Risk of Patella-Related Revisions When Comparing Ultra-Congruent versus Cruciate-Retaining Polyethylene Liners in Primary Total Knee Arthroplasties With an Unresurfaced Patella: An Australian Registry Study of 42,105 Knee Arthroplasties."
35,Registry-Based Revision Risk and Implant Survivorship,4,40645531,2026,Taper-Slip Cemented Femoral Stem Designs Are Associated With Higher Periprosthetic Fracture Risk Compared to Composite-Beam in a United States Health Care System.
35,Registry-Based Revision Risk and Implant Survivorship,5,42031181,2026,Minimum Two-Year Survivorship of Large Femoral Heads With Titanium Sleeves in Primary Total Hip Arthroplasty: An Analysis From the American Joint Replacement Registry.
36,Periprosthetic Fracture Treatment and Fixation,1,33736894,2021,"Periprosthetic Femur Fracture Risk: Influenced by Stem Choice, Not Surgical Approach."
36,Periprosthetic Fracture Treatment and Fixation,2,39419415,2025,Does Femoral Stem Design Influence Periprosthetic Fracture Incidence and Morphology in Total Hip Arthroplasty?
36,Periprosthetic Fracture Treatment and Fixation,3,39492431,2023,Low Risk of Fracture Using a Cementless Triple-tapered Collared Femoral Stem with Automated Impaction in Direct Anterior Approach Total Hip Arthroplasty.
36,Periprosthetic Fracture Treatment and Fixation,4,40403887,2025,Prophylactic Cabling of the Femur in Revision Total Hip Arthroplasty Lowers the Risk of Vancouver B2 and B3 Acute Periprosthetic Fractures and Reoperations.
36,Periprosthetic Fracture Treatment and Fixation,5,38253188,2024,Cemented Versus Cementless Femoral Fixation for Total Hip Arthroplasty Following Femoral Neck Fracture in Patients Aged 65 and Older.
37,Femoral Head Collapse and Osteonecrosis,1,38735548,2024,Use of 1.5-Stage Functional Articulating Hip Spacers for Two-Stage Treatment of Hip Infection.
37,Femoral Head Collapse and Osteonecrosis,2,26948130,2016,Medial Protrusio Technique in Cementless Total Hip Arthroplasty for Developmental Dysplasia of the Hip: A Prospective 6- to 9-Year Follow-Up of 43 Consecutive Patients.
37,Femoral Head Collapse and Osteonecrosis,3,36924857,2023,Efficacy of Modified Lightbulb Technique by Percutaneous Femoral Neck-Head Fenestration Combined With Compacted Artificial Bone Graft for Treating Precollapse Osteonecrosis of the Femoral Head.
37,Femoral Head Collapse and Osteonecrosis,4,35490978,2022,Impaction Bone Grafting Augmented With a Wire Coil by the Lightbulb Technique for Osteonecrosis of the Femoral Head.
37,Femoral Head Collapse and Osteonecrosis,5,39433262,2025,Surgical Outcomes of Total Hip Arthroplasty With Paavilainen Osteotomy in Patients Who Have High Developmental Hip Dislocation: Mean 4.4-Year Follow-Up.
38,Implant Biofilm and Infection Biology,1,30935799,2019,Comparative Study of Antibiotic Elution Profiles From Alternative Formulations of Polymethylmethacrylate Bone Cement.
38,Implant Biofilm and Infection Biology,2,39233097,2025,Biofilm Formation is Durably Prevented on Pre-Fabricated Antibiotic Cement Spacers Compared to Cobalt Chrome and Polyethylene.
38,Implant Biofilm and Infection Biology,3,28690040,2017,Bioactivity of Ceftazidime and Fluconazole Included in Polymethyl Methacrylate Bone Cement for Use in Arthroplasty.
38,Implant Biofilm and Infection Biology,4,41270988,2025,The In Vitro Performance of Surgical Irrigation Solutions in Preventing Biofilm Formation on Implants.
38,Implant Biofilm and Infection Biology,5,28420544,2017,Disclosing Agents for the Intraoperative Identification of Biofilms on Orthopedic Implants.
39,Hip Dysplasia and Periacetabular Osteotomy,1,32418741,2020,Comparison of Trochanteric Slide and Subtrochanteric Shortening Osteotomy in the Treatment of Severe Hip Dysplasia: Mid-Term Clinical Outcomes of Cementless Total Hip Arthroplasty.
39,Hip Dysplasia and Periacetabular Osteotomy,2,28529111,2017,The Results of Total Hip Arthroplasty After Sugioka Transtrochanteric Anterior Rotational Osteotomy for Osteonecrosis.
39,Hip Dysplasia and Periacetabular Osteotomy,3,41519490,2026,Outcomes of Curved Intertrochanteric Varus Osteotomy for Osteonecrosis of the Femoral Head With a Beak-Shaped Healthy Area.
39,Hip Dysplasia and Periacetabular Osteotomy,4,41016608,2026,Comparison of Outcomes in Total Hip Arthroplasty for Unilateral Crowe Type IV Hip Dislocation With and Without Femoral Shortening Osteotomy: Determining Factors for Shortening.
39,Hip Dysplasia and Periacetabular Osteotomy,5,27036922,2016,Significantly Poor Outcomes of Total Hip Arthroplasty After Failed Periacetabular Osteotomy.
40,KOOS and Knee-Specific PROMs (Expectations),1,40068725,2025,The Chitranjan S. Ranawat Award: Factors That Predict Outcome Five Years Following Total Knee Arthroplasty.
40,KOOS and Knee-Specific PROMs (Expectations),2,38309635,2024,"Despite Greater Improvement in Pain and Function Among Obese Patients Shortly After Total Knee Arthroplasty, There is No Difference in Patient-Reported Outcomes and Satisfaction Between Body Mass Index Classes at 1 Year Postoperatively."
40,KOOS and Knee-Specific PROMs (Expectations),3,40222430,2025,Preoperative Expectations and Functional Scores for Primary Total Knee Arthroplasty Vary Based on Health Literacy.
40,KOOS and Knee-Specific PROMs (Expectations),4,39581239,2025,Patient Satisfaction Is Nearly 90% After Total Knee Arthroplasty; We Are Better Than We Were.
40,KOOS and Knee-Specific PROMs (Expectations),5,36126888,2023,Preoperative Pain Catastrophizing Prior to Total Knee Arthroplasty is Associated With Worse Preoperative Symptoms and More Clinical Improvement: A Prospective Comparative Study.
41,Online Research Quality and Surgical Training Surveys,1,29066111,2018,Internet Promotion of Direct Anterior Approach Total Hip Arthroplasty by Members of the American Association of Hip and Knee Surgeons.
41,Online Research Quality and Surgical Training Surveys,2,38364879,2024,Assessing Ability for ChatGPT to Answer Total Knee Arthroplasty-Related Questions.
41,Online Research Quality and Surgical Training Surveys,3,31818501,2020,"Patient-Recorded Physician Ratings: What Can We Learn From 11,527 Online Reviews of Orthopedic Surgeons?"
41,Online Research Quality and Surgical Training Surveys,4,31678019,2020,"Analysis of Readability, Quality, and Content of Online Information Available for ""Stem Cell"" Injections for Knee Osteoarthritis."
41,Online Research Quality and Surgical Training Surveys,5,40803560,2026,Detecting Artificial Intelligence-Generated Text in Personal Statements of Adult Reconstruction Fellowship Applicants.
42,Lower Extremity Deformity and Ligament Reconstruction,1,34053751,2021,Relevance of the Tibial Slope on Functional Outcomes in ACL-Deficient and ACL Intact Fixed-Bearing Medial Unicompartmental Knee Arthroplasty.
42,Lower Extremity Deformity and Ligament Reconstruction,2,37757984,2024,"Fixed-Bearing Unicompartmental Knee Arthroplasty in Tibia Vara Knees Results in Joint Surface Malalignment and Varus Joint Line Obliquity, but Does Not Affect Functional Outcomes at Greater Than 5 Years Follow-Up."
42,Lower Extremity Deformity and Ligament Reconstruction,3,39581237,2025,Preoperative Patello-femoral Alignment Affects Anterior Knee Pain After Primary Total Knee Arthroplasty Without Patellar Resurfacing.
42,Lower Extremity Deformity and Ligament Reconstruction,4,33810918,2021,Medial Unicompartmental Knee Arthroplasty After Failed Open-Wedge High Tibial Osteotomy.
42,Lower Extremity Deformity and Ligament Reconstruction,5,31320188,2019,The Combination of Inlay Patellofemoral Arthroplasty and Medial Unicompartmental Knee Arthroplasty Versus Total Knee Arthroplasty for Mediopatellofemoral Osteoarthritis: A Comparison of Mid-Term Outcomes.
43,National Joint Replacement Registry Studies,1,34238620,2021,"Ceramic Bearings Are Associated With a Significantly Reduced Revision Rate in Primary Hip Arthroplasty: An Analysis From the National Joint Registry for England, Wales, Northern Ireland, and the Isle of Man."
43,National Joint Replacement Registry Studies,2,31787355,2020,"The Effect of Size for a Hydroxyapatite-Coated Cementless Implant on Component Revision in Total Hip Arthroplasty: An Analysis of 41,265 Stems."
43,National Joint Replacement Registry Studies,3,40414367,2025,Comparison of Rates of Aseptic Loosening in High versus Standard Offset Cementless Femoral Stems: An Australian National Joint Registry Cohort Analysis.
43,National Joint Replacement Registry Studies,4,34521567,2021,"Stainless Steel Femoral Heads Reduce Rate of Revision When Compared to Ion-Implanted Chromium-Cobalt Heads With a Single Cemented Femoral Design: An Analysis of 40,468 Total Hip Replacements From the Australian Orthopedic Association National Joint Replacement Registry."
43,National Joint Replacement Registry Studies,5,32773270,2021,"The Mid- to Long-Term Outcomes of the Lateral Domed Oxford Unicompartmental Knee Replacement: An Analysis From the National Joint Registry for England, Wales, Northern Ireland, and the Isle of Man."
44,30-Day Readmission and Postoperative Complications,1,40122219,2025,Characterizing the Cost Trends of Readmissions After Aseptic Revision Total Knee Arthroplasty.
44,30-Day Readmission and Postoperative Complications,2,41177189,2025,Characterizing the Cost Trends of Readmissions After Aseptic Revision Total Hip Arthroplasty.
44,30-Day Readmission and Postoperative Complications,3,38797450,2024,Revision Total Knee Arthroplasty in an Outpatient Setting: A Growing Alternative.
44,30-Day Readmission and Postoperative Complications,4,29066112,2018,Costs and Risk Factors for Hospital Readmission After Periprosthetic Knee Fractures in the United States.
44,30-Day Readmission and Postoperative Complications,5,26895819,2016,Medicare's Hospital-Acquired Conditions Policy: A Problem of Nonpayment After Total Joint Arthroplasty.
45,Direct Anterior Approach Total Hip Arthroplasty,1,38301980,2024,Does Approach Matter in Robotic-Assisted Total Hip Arthroplasty? A Comparison of Early Reoperations Between Direct Anterior and Postero-Lateral Approach.
45,Direct Anterior Approach Total Hip Arthroplasty,2,41935762,2026,Primary Total Hip Arthroplasty in Patients Who Have Morbid Obesity: A Propensity-Weighted Analysis of Dual Mobility and Standard Fixed-Bearing Implants.
45,Direct Anterior Approach Total Hip Arthroplasty,3,38604277,2024,A Comparison Between Polyethylene Exchange and Full Revision for Arthrofibrosis Following Total Knee Arthroplasty.
45,Direct Anterior Approach Total Hip Arthroplasty,4,36889523,2023,Accelerometer-Based Navigation in Primary Total Knee Arthroplasty Leads to Improved Alignment but No Change in Patient-Reported Outcomes.
45,Direct Anterior Approach Total Hip Arthroplasty,5,32247673,2020,The Effect of Polyethylene Liner Thickness on Patient Outcomes and Failure After Primary Total Knee Arthroplasty.
46,Radiographic Implant Survival and Loosening Assessment,1,28803814,2017,Revision Total Hip Arthroplasty With a Monoblock Splined Tapered Grit-Blasted Titanium Stem.
46,Radiographic Implant Survival and Loosening Assessment,2,40288502,2025,Minimum Five-Year Outcomes of Cemented Monobloc Dual-Mobility Cups in Revision Total Hip Arthroplasty: High Survival Rates and Enhanced Functional Results With Reinforcement Constructs.
46,Radiographic Implant Survival and Loosening Assessment,3,37003457,2023,Minimum 5-Year Clinical Outcomes and Survivorship for a Single Revision Total Knee Arthroplasty System Using Hybrid Fixation and Press-Fit Stems.
46,Radiographic Implant Survival and Loosening Assessment,4,31870582,2020,Radiographic and Clinical Outcomes of Modular Tapered Fluted Stems for Femoral Revision for Paprosky III and IV Femoral Defects or Vancouver B2 and B3 Femoral Fractures.
46,Radiographic Implant Survival and Loosening Assessment,5,32713726,2020,Long-Term Results of Revision Total Hip Arthroplasty Using a Modern Extensively Porous-Coated Femoral Stem.
47,Ambulatory Surgery Center and Outpatient TJA,1,39586405,2025,Outpatient Total Joint Arthroplasty at an Ambulatory Surgical Center: An Analysis of Failure to Launch.
47,Ambulatory Surgery Center and Outpatient TJA,2,32192837,2020,Is Outpatient Arthroplasty Safe? A Systematic Review.
47,Ambulatory Surgery Center and Outpatient TJA,3,38830428,2024,Short-Term (90 Days) Clinical Outcomes Following the Day of Surgery Conversion of Inpatient to Same-Day Hip and Knee Arthroplasty.
47,Ambulatory Surgery Center and Outpatient TJA,4,29224990,2018,The Shift to Same-Day Outpatient Joint Arthroplasty: A Systematic Review.
47,Ambulatory Surgery Center and Outpatient TJA,5,27838015,2017,A Perioperative Patient Support System Was Unable to Mitigate the Risk of Hospital Readmission for Total Hip Arthroplasty Patients With High American Society of Anesthesiologists Grades.
48,Risk Assessment and Discharge Disposition Models,1,36481285,2023,A Validated Pre-operative Risk Prediction Tool for Extended Inpatient Length of Stay Following Primary Total Hip or Knee Arthroplasty.
48,Risk Assessment and Discharge Disposition Models,2,34871748,2022,Relative Contribution of Outpatient Arthroplasty Risk Assessment Score Medical Comorbidities to Same-Day Discharge After Primary Total Joint Arthroplasty.
48,Risk Assessment and Discharge Disposition Models,3,30579711,2019,The Risk Assessment and Prediction Tool Is Less Accurate in Extended Length of Stay Patients Following Total Joint Arthroplasty.
48,Risk Assessment and Discharge Disposition Models,4,28390881,2017,"Safe Selection of Outpatient Joint Arthroplasty Patients With Medical Risk Stratification: the ""Outpatient Arthroplasty Risk Assessment Score""."
48,Risk Assessment and Discharge Disposition Models,5,38640964,2024,Should Chronological Age be a Consideration in Patients Undergoing Elective Primary Total Knee Arthroplasty?
49,Polyethylene Wear and Osteolysis,1,29079168,2018,Wear Rates With Large Metal and Ceramic Heads on a Second Generation Highly Cross-Linked Polyethylene at Mean 6-Year Follow-Up.
49,Polyethylene Wear and Osteolysis,2,29588121,2018,Large Metal Heads and Highly Cross-Linked Polyethylene Provide Low Wear and Complications at 5-13 Years.
49,Polyethylene Wear and Osteolysis,3,31983565,2020,"Comparison of Surgical Outcomes Between Standard and Elevated-Rim Highly Cross-Linked Polyethylene Acetabular Liners in Primary Total Hip Arthroplasty With Minimum 15-Year Follow-Up: Single-Center, Retrospective Cohort Study."
49,Polyethylene Wear and Osteolysis,4,35131388,2022,Unexpected Wear of a Uniquely Designed Moderately Cross-Linked Polyethylene in Total Hip Arthroplasty.
49,Polyethylene Wear and Osteolysis,5,27436500,2016,Thirteen-Year Evaluation of Highly Cross-Linked Polyethylene Articulating With Either 28-mm or 36-mm Femoral Heads Using Radiostereometric Analysis and Computerized Tomography.
50,Minimally Invasive Surgical Approaches in TJA,1,27687805,2017,A Prospective Randomized Clinical Trial in Total Hip Arthroplasty-Comparing Early Results Between the Direct Anterior Approach and the Posterior Approach.
50,Minimally Invasive Surgical Approaches in TJA,2,31003782,2019,Total Hip Arthroplasty Through the Direct Anterior Approach Using a Bikini Incision Can Be Safely Performed in Obese Patients.
50,Minimally Invasive Surgical Approaches in TJA,3,17920474,2007,Progressive quadriceps incision during minimally invasive surgery for total knee arthroplasty: the effect on early postoperative ambulation.
50,Minimally Invasive Surgical Approaches in TJA,4,21435823,2011,Anterolateral minimally invasive total hip arthroplasty: a prospective randomized controlled study with a follow-up of 1 year.
50,Minimally Invasive Surgical Approaches in TJA,5,18165023,2008,Mini-subvastus approach for total knee arthroplasty.
51,Soft Tissue Balancing and Ligament Release in TKA,1,39142614,2025,Postero-Central Slice Osteotomy of the Proximal Tibia: A Novel Technique for Correcting Resistant Tight Extension Gaps in Posterior-Stabilized Total Knee Arthroplasty for Varus Osteoarthritis.
51,Soft Tissue Balancing and Ligament Release in TKA,2,30473229,2019,Anterior Tibial Post Impingement During Stair Climbing: A Kinematic Analysis and Clinical Outcomes.
51,Soft Tissue Balancing and Ligament Release in TKA,3,27460296,2016,Differential Effect of Total Knee Arthroplasty on Valgus and Varus Knee Biomechanics During Gait.
51,Soft Tissue Balancing and Ligament Release in TKA,4,28578844,2017,Does the Dual-Mobility Hip Prosthesis Produce Better Joint Kinematics During Extreme Hip Flexion Task?
51,Soft Tissue Balancing and Ligament Release in TKA,5,39863062,2025,Kinematic Alignment Compared With Mechanical Alignment Techniques Results in Greater Peak Three-Dimensional Knee Joint Moments During Stair Negotiation.
52,Operating Room Air Contamination and Infection Prevention,1,35219817,2022,Do Ultraviolet Air Disinfection Units Reduce Contamination by Particulates in Total Knee Replacement Procedures?
52,Operating Room Air Contamination and Infection Prevention,2,37454949,2024,Gloves Contamination During Revision Surgery for Periprosthetic Joint Infection.
52,Operating Room Air Contamination and Infection Prevention,3,38823518,2024,Operating Room Air May Harbor Pathogens: The Role of an Ultraviolet Air Filtration Unit.
52,Operating Room Air Contamination and Infection Prevention,4,31537375,2020,Dilute Povidone-Iodine Solution Prevents Intraoperative Contamination of Sterile Water Basins During Total Joint Arthroplasty.
52,Operating Room Air Contamination and Infection Prevention,5,32482473,2020,The Influence of Iodine-Impregnated Incision Drapes on the Bacterial Contamination of Scalpel Blades in Joint Arthroplasty.
53,Spinopelvic Parameters and Cup Positioning in THA,1,41109362,2026,Prospective Evaluation of Hip-Spine Dynamics in Patients Who Have a Primary Total Hip Arthroplasty Dislocation: A Matched Case-Control Study.
53,Spinopelvic Parameters and Cup Positioning in THA,2,34822930,2022,Variability in Acetabular Component Position in Patients Undergoing Direct Anterior Approach Total Hip Arthroplasty Who Have Concomitant Spine Pathology.
53,Spinopelvic Parameters and Cup Positioning in THA,3,35598762,2023,High Prevalence of Spinopelvic Risk Factors in Patients With Post-Operative Hip Dislocations.
53,Spinopelvic Parameters and Cup Positioning in THA,4,40349866,2025,Type IIB Spino-Pelvic Imbalance Is an Independent Risk Factor for Flexion Contracture after Total Knee Arthroplasty.
53,Spinopelvic Parameters and Cup Positioning in THA,5,37279848,2023,Variation in Functional Pelvic Tilt in Female Patients Undergoing Total Hip Arthroplasty With Acetabular Dysplasia.
54,Morbid Obesity and Joint Arthroplasty Complications,1,38428691,2024,The Impact of Obesity on Total Hip Arthroplasty Outcomes When Performed by High-Volume Surgeons-A Propensity Matched Analysis From a High-Volume Urban Center.
54,Morbid Obesity and Joint Arthroplasty Complications,2,31353254,2019,Discharge Home is Associated With Decreased Early Complications Following Primary Total Joint Arthroplasty.
54,Morbid Obesity and Joint Arthroplasty Complications,3,36572234,2023,The Association of Metabolic Syndrome on Complications and Implant Survivorship in Primary Total Knee Arthroplasty in Morbidly Obese Patients.
54,Morbid Obesity and Joint Arthroplasty Complications,4,33840543,2021,Increasing Reoperations and Failures With Increasing BMI in Patients Undergoing 2-Stage Exchange for Infected Total Hip Arthroplasty.
54,Morbid Obesity and Joint Arthroplasty Complications,5,29089223,2018,Postoperative Complications of Total Joint Arthroplasty in Obese Patients Stratified by BMI.
55,Cementless Stem Subsidence and Early Fixation,1,39956491,2025,High Early Failure Rate of a Novel Cementless Unicompartmental Knee Arthroplasty.
55,Cementless Stem Subsidence and Early Fixation,2,38782243,2024,Two-Year Results of Ceramic-on-Ceramic Hip Resurfacing in an International Multicenter Cohort.
55,Cementless Stem Subsidence and Early Fixation,3,31178386,2019,Conversion of Hip Resurfacing With Retention of Monoblock Acetabular Shell Using Dual-Mobility Components.
55,Cementless Stem Subsidence and Early Fixation,4,38734325,2024,Survivorship and Patient Outcomes of Conforming Bearings in Modern Primary Total Knee Arthroplasty: Mean 3.5 Year Follow-Up.
55,Cementless Stem Subsidence and Early Fixation,5,40049564,2025,Outcomes and Survival of a Single Model of Modular Neck Primary Total Hip Arthroplasty at a Mean of Eight Years.
56,Tibial Mechanical Axis and Varus-Valgus Alignment,1,38548234,2024,No Difference in Limb Alignment Between Kinematic and Mechanical Alignment Robotic-Assisted Total Knee Arthroplasty.
56,Tibial Mechanical Axis and Varus-Valgus Alignment,2,38401611,2024,A Restricted Functional Balancing Technique for Total Knee Arthroplasty With a Varus Deformity: Does a Medial Soft-Tissue Release Result in a Worse Outcome?
56,Tibial Mechanical Axis and Varus-Valgus Alignment,3,41932404,2026,Primary Total Knee Arthroplasty Using a Functional Alignment Concept With Kinematic Versus Inverse Kinematic Technique: Does it Make a Difference?
56,Tibial Mechanical Axis and Varus-Valgus Alignment,4,40068724,2025,Automated Versus Manual Femoral Component Rotation Planning in Robotic-Assisted and Conventional Total Knee Arthroplasty: A Retrospective Comparison.
56,Tibial Mechanical Axis and Varus-Valgus Alignment,5,36963529,2023,"Component Rotation in Well-Functioning, Gap Balanced Total Knee Arthroplasty Without Navigation."
57,Ceramic Components and Periprosthetic Osteolysis,1,19643564,2010,Fifteen-year to twenty-year results of cementless Harris-Galante porous femoral and Harris-Galante porous I and II acetabular components.
57,Ceramic Components and Periprosthetic Osteolysis,2,18534453,2009,"Midterm survivorship of a press-fit, plasma-sprayed, tri-spike acetabular component."
57,Ceramic Components and Periprosthetic Osteolysis,3,36924856,2023,Minimum 25-Year Results of a Tapered Titanium Porous Plasma Spray Coated Femoral Component.
57,Ceramic Components and Periprosthetic Osteolysis,4,18534379,2008,Total hip arthroplasty with the Secur-Fit and Secur-Fit plus femoral stem design a brief follow-up report at 5 to 10 years.
57,Ceramic Components and Periprosthetic Osteolysis,5,34238621,2021,Long-Term Outcomes of a Titanium-Encased Ceramic Liner Total Hip Arthroplasty (15 to 21Year Results).
58,Patient Satisfaction After Joint Arthroplasty,1,38608844,2024,Worse Patient-Reported Outcomes and Spino-Pelvic Parameters After Total Hip Arthroplasty for Rapidly Progressive Osteoarthritis of the Hip Compared to Osteoarthritis: A Propensity-Matched Cohort Study.
58,Patient Satisfaction After Joint Arthroplasty,2,27506723,2016,A New Prediction Model for Patient Satisfaction After Total Knee Arthroplasty.
58,Patient Satisfaction After Joint Arthroplasty,3,33288389,2021,Association Between Epidemiological Factors and Nonresponders to Total Joint Replacement Surgery in Primary Osteoarthritis Patients.
58,Patient Satisfaction After Joint Arthroplasty,4,37863273,2024,The Effect of Waiting for a Primary Total Hip Arthroplasty on the Overall Hip Function and Quality of Life.
58,Patient Satisfaction After Joint Arthroplasty,5,34990754,2022,Preoperative Factors and Patient-Reported Outcomes After Total Hip Arthroplasty: Multivariable Prediction Modeling.
59,Extended Trochanteric Osteotomy and Periprosthetic Fracture,1,27687809,2017,Management of Vancouver B2 and B3 Periprosthetic Proximal Femoral Fractures by Distal Locking Femoral Stem (Cannulok) in Patients 75 Years and Older.
59,Extended Trochanteric Osteotomy and Periprosthetic Fracture,2,19729278,2009,Management of periprosthetic femur fractures treated with distal fixation using a modular femoral stem using an anterolateral approach.
59,Extended Trochanteric Osteotomy and Periprosthetic Fracture,3,17162172,2006,Total hip arthroplasty for acute femoral neck fractures using a cementless tapered femoral stem.
59,Extended Trochanteric Osteotomy and Periprosthetic Fracture,4,26088398,2015,Total Hip Arthroplasty Using Non-Modular Cementless Long-Stem Distal Fixation for Salvage of Failed Internal Fixation of Intertrochanteric Fracture.
59,Extended Trochanteric Osteotomy and Periprosthetic Fracture,5,24736292,2014,The outcome of modified extended trochanteric osteotomy in revision THA for Vancouver B2/B3 periprosthetic fractures of the femur.
60,Bariatric Surgery Prior to Joint Arthroplasty,1,42001909,2026,Preoperative Glucagon-Like Peptide-1 Agonist Use Is Associated With Decreased Complications Compared to Bariatric Surgery Following Primary Total Hip Arthroplasty.
60,Bariatric Surgery Prior to Joint Arthroplasty,2,38211728,2024,Increased Rate of Complications Following Total Knee Arthroplasty in Patients Who Have Marfan Syndrome.
60,Bariatric Surgery Prior to Joint Arthroplasty,3,40780489,2026,Complications Following Total Hip Arthroplasty in Patients Who Have Acetabular Fracture Versus Primary Osteoarthritis: A Retrospective Cohort Analysis.
60,Bariatric Surgery Prior to Joint Arthroplasty,4,41177195,2025,Are Patients Who Have Sarcoidosis at Increased Risk of Adverse Postoperative Outcomes Following Total Knee Arthroplasty?
60,Bariatric Surgery Prior to Joint Arthroplasty,5,34176692,2021,Total Hip Arthroplasty in Patients With Cerebral Palsy: A Matched Comparison of 90-Day Adverse Events and 5-Year Implant Survival.
61,Clinical Trial Quality and Fragility Index in Arthroplasty,1,39284392,2025,Fragility Index Analysis of the 2018 Clinical Practice Guidelines on Tranexamic Acid Use in Total Joint Arthroplasty.
61,Clinical Trial Quality and Fragility Index in Arthroplasty,2,39321972,2025,The Statistical Fragility of Patellar Resurfacing in Total Knee Arthroplasty: A Systematic Review of Randomized Controlled Trials.
61,Clinical Trial Quality and Fragility Index in Arthroplasty,3,38325531,2024,International Delphi Study on Wound Closure and Incision Management in Joint Arthroplasty Part 2: Total Hip Arthroplasty.
61,Clinical Trial Quality and Fragility Index in Arthroplasty,4,38309638,2024,Interpreting the Current Literature on Outcomes of Robotic-Assisted Versus Conventional Total Knee Arthroplasty Using Fragility Analysis: A Systematic Review and Cross-Sectional Study of Randomized Controlled Trials.
61,Clinical Trial Quality and Fragility Index in Arthroplasty,5,38331358,2024,Statistical Outcomes Guiding Periprosthetic Joint Infection Prevention and Revision Are Fragile: A Systematic Review of Randomized Controlled Trials.
62,Same-Day Discharge Protocols in Joint Arthroplasty,1,27506724,2017,Socioeconomic Risk Adjustment Models for Reimbursement Are Necessary in Primary Total Joint Arthroplasty.
62,Same-Day Discharge Protocols in Joint Arthroplasty,2,40383167,2025,Evaluating the Safety and Efficacy of Same Calendar Day Discharges for Total Joint Arthroplasty in a Veterans Affairs Hospital.
62,Same-Day Discharge Protocols in Joint Arthroplasty,3,29199061,2018,Should Medicare Remove Total Knee Arthroplasty From Its Inpatient Only List? A Total Knee Arthroplasty Is Not a Partial Knee Arthroplasty.
62,Same-Day Discharge Protocols in Joint Arthroplasty,4,30904366,2019,Total Hip Arthroplasty and the Medicare Inpatient-Only List: An Analysis of Complications in Medicare-Aged Patients Undergoing Outpatient Surgery.
