doc_id,pmid,year,journal,title,topic_id,topic_probability,clinical_label
242,16520218,2006,The Journal of arthroplasty,Three-dimensional analysis of alignment error in using femoral intramedullary guides in unicompartmental knee arthroplasty.,1,1.0,Acetabular Cup Orientation and Component Positioning
243,16627156,2006,The Journal of arthroplasty,Factors influencing the initial micromotion between polyethylene acetabular cups and titanium alloy shells.,24,0.5484168297942382,Biomechanical Testing and Implant Stability
244,16446193,2006,The Journal of arthroplasty,The relative cost of cemented and uncemented total hip arthroplasties.,-1,0.0242732746067945,
245,17027551,2006,The Journal of arthroplasty,Polished vs rough femoral components in grade A and grade C-2 cement mantles.,26,1.0,Femoral Head Taper Corrosion and Modular Junction Failure
246,16446194,2006,The Journal of arthroplasty,Predictions on preserving bone mass in knee arthroplasty with bisphosphonates.,-1,0.0664644911282841,
247,16446195,2006,The Journal of arthroplasty,Acetabular revision surgery with the LOR cup: three to 8 years' follow-up.,2,0.1113503247870781,Primary Total Hip Arthroplasty Technique and Outcomes
248,16446197,2006,The Journal of arthroplasty,Changes of the biochemical markers of bone turnover and periprosthetic bone remodeling after cemented hip arthroplasty.,-1,0.0111223533999376,
249,16520219,2006,The Journal of arthroplasty,Dynamic void behavior in polymerizing polymethyl methacrylate cement.,-1,0.2302281039412486,
250,16520220,2006,The Journal of arthroplasty,Total knee arthroplasty using computer-assisted navigation in patients with deformities of the femur and tibia.,-1,0.0325982743582075,
251,16627158,2006,The Journal of arthroplasty,Femoral perforation complicating contemporary uncemented hip arthroplasty.,-1,0.0845370626662313,
252,16627159,2006,The Journal of arthroplasty,Sciatic nerve palsy due to hematoma after thrombolysis therapy for acute pulmonary embolism after total hip arthroplasty.,13,1.0,Case Reports of Unusual Arthroplasty Complications
253,16627160,2006,The Journal of arthroplasty,Magnetic resonance imaging to evaluate osteolysis around total knee arthroplasty.,-1,0.0369744928013877,
254,16781396,2006,The Journal of arthroplasty,Efficacy of combined modality prophylaxis including short-duration warfarin to prevent venous thromboembolism after total hip arthroplasty.,-1,0.0868240097747706,
255,16781397,2006,The Journal of arthroplasty,Cementless total hip arthroplasty in patients 50 years or younger.,12,0.2458075733948479,Ceramic-on-Ceramic Bearings and Fracture
256,16781398,2006,The Journal of arthroplasty,Total hip arthroplasty: is small incision better?,50,1.0,Minimally Invasive Surgical Approaches in TJA
257,16781399,2006,The Journal of arthroplasty,Reconstruction of severe acetabular bone-deficiency: the Burch-Schneider antiprotrusio cage in primary and revision total hip arthroplasty.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
258,16781400,2006,The Journal of arthroplasty,The Zweymüller threaded cup: a choice in revision? Migration analysis and follow-up after 6 years.,-1,0.0623524063688981,
259,16781401,2006,The Journal of arthroplasty,"The effect of the ""mini"" incision in total hip arthroplasty on component position.",57,1.0,Ceramic Components and Periprosthetic Osteolysis
260,16781402,2006,The Journal of arthroplasty,Assessment of the proximal femoral morphology using plain radiograph-can it predict the bone quality?,53,0.1621583800865264,Spinopelvic Parameters and Cup Positioning in THA
261,16781403,2006,The Journal of arthroplasty,Vascularity of the femoral head after Birmingham hip resurfacing. A technetium Tc 99m bone scan/single photon emission computed tomography study.,-1,0.0398037427677371,
262,16781404,2006,The Journal of arthroplasty,Early failure of modern metal-on-metal total hip arthroplasty using a Wagner standard cup.,-1,0.1357758971048792,
263,16781405,2006,The Journal of arthroplasty,Simultaneous primary total hip arthroplasty and contralateral revision hip arthroplasty: role for use of femoral head autograft.,-1,0.0393766914500994,
264,16781406,2006,The Journal of arthroplasty,Charnley-Kerboull total hip arthroplasty for osteonecrosis of the femoral head a minimal 10-year follow-up study.,33,0.2928802712319437,Osteolysis and Implant Loosening
265,16781407,2006,The Journal of arthroplasty,Eight-year results of hydroxyapatite-coated hip arthroplasty.,-1,0.034347895446648,
266,16781408,2006,The Journal of arthroplasty,The value of patient activity level in the outcome of total hip arthroplasty.,-1,0.1052359616331691,
267,16781409,2006,The Journal of arthroplasty,Does tibial rotation correlate with femoral anteversion? Implications for hip arthroplasty.,-1,0.0652088558269171,
268,16781410,2006,The Journal of arthroplasty,Preoperative function and gender predict pattern of functional recovery after hip and knee arthroplasty.,40,0.1656162842646475,KOOS and Knee-Specific PROMs (Expectations)
269,16781411,2006,The Journal of arthroplasty,Intraobserver and interobserver reliability of the assessment of the patellar articular cartilage in osteoarthritic patients undergoing total knee arthroplasty.,-1,0.0952002803297542,
270,16627157,2006,The Journal of arthroplasty,Wiring through cannulated screws for the fixation of greater trochanter in arthroplasties performed for peritrochanteric fractures.,-1,0.0882972777310534,
271,16627155,2006,The Journal of arthroplasty,Treatment of periprosthetic femoral shaft nonunion.,59,0.140087081293836,Extended Trochanteric Osteotomy and Periprosthetic Fracture
272,17027552,2006,The Journal of arthroplasty,"A clinical, radiographic, and cost comparison of cerclage techniques: wires vs cables.",2,0.0572028036812846,Primary Total Hip Arthroplasty Technique and Outcomes
273,17027537,2006,The Journal of arthroplasty,Comparison between hand rasping and robotic milling for stem implantation in cementless total hip arthroplasty.,1,0.2263451988990668,Acetabular Cup Orientation and Component Positioning
274,17027554,2006,The Journal of arthroplasty,Fracture of a ceramic femoral head after ceramic-on-ceramic total hip arthroplasty.,18,1.0,Polyethylene Liner Performance
275,16950064,2006,The Journal of arthroplasty,Does neck/liner impingement increase wear of ultrahigh-molecular-weight polyethylene liners?,16,0.1621022493937746,Implant Retrieval and Corrosion Analysis
276,16950065,2006,The Journal of arthroplasty,Acetabular component deformation with press-fit fixation.,26,1.0,Femoral Head Taper Corrosion and Modular Junction Failure
277,16950066,2006,The Journal of arthroplasty,Computed tomographic follow-up evaluation of operative intervention for periacetabular lysis.,2,0.1270720532681306,Primary Total Hip Arthroplasty Technique and Outcomes
278,16950067,2006,The Journal of arthroplasty,The use of a trabecular metal acetabular component and trabecular metal augment for severe acetabular defects.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
279,16950068,2006,The Journal of arthroplasty,Acetabular revision using a trabecular metal acetabular component for severe acetabular bone loss associated with a pelvic discontinuity.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
280,17027544,2006,The Journal of arthroplasty,Midterm results of primary total knee arthroplasty using a dished polyethylene insert with a recessed or resected posterior cruciate ligament.,81,1.0,Knee Society Score and Clinical Outcome Reporting
281,16950070,2006,The Journal of arthroplasty,Incidence and reasons for reoperation after minimally invasive unicompartmental knee arthroplasty.,10,1.0,Aseptic Loosening of Hip and Knee Implants
282,16950071,2006,The Journal of arthroplasty,"Patient, implant, and alignment factors associated with revision of medial compartment unicondylar arthroplasty.",-1,0.0285956342884812,
283,16950072,2006,The Journal of arthroplasty,The effect of the Insall-Salvati ratio on outcome after total knee arthroplasty.,-1,0.0627527767409053,
284,16950074,2006,The Journal of arthroplasty,Posterior cruciate ligament substitution is not essential for excellent postoperative outcomes in total knee arthroplasty.,-1,0.0205137378046643,
285,16950075,2006,The Journal of arthroplasty,"The effect of a new multimodal perioperative anesthetic regimen on postoperative pain, side effects, rehabilitation, and length of hospital stay after total joint arthroplasty.",34,1.0,"Opioid Use, Prescription Patterns, and Stewardship"
286,16950073,2006,The Journal of arthroplasty,Correcting lateral patellar tilt at the time of total knee arthroplasty can result in overuse of lateral release.,-1,0.0605443904342955,
287,16950077,2006,The Journal of arthroplasty,Postdischarge costs in arthroplasty surgery.,-1,0.1016033971782066,
288,17027543,2006,The Journal of arthroplasty,In vivo oxidation of retrieved cross-linked ultra-high-molecular-weight polyethylene acetabular components with residual free radicals.,-1,0.0396923570930861,
289,17027542,2006,The Journal of arthroplasty,Patients' outcome after total hip arthroplasty: a comparison between the Western Ontario and McMaster Universities index and the Oxford 12-item hip score.,-1,0.0912178822513451,
290,17027541,2006,The Journal of arthroplasty,Polyethylene liner exchange of the Harris-Galante porous I and II acetabular components without cement: results and complications.,33,1.0,Osteolysis and Implant Loosening
291,17027540,2006,The Journal of arthroplasty,Comparative flexion after rotating-platform vs fixed-bearing total knee arthroplasty.,-1,0.0500387198992308,
292,16950076,2006,The Journal of arthroplasty,VenaFlow plus Lovenox vs VenaFlow plus aspirin for thromboembolic disease prophylaxis in total knee arthroplasty.,11,0.4561733199049777,Aspirin vs Anticoagulant VTE Prophylaxis
293,17027538,2006,The Journal of arthroplasty,Long-term results of the cementless ALLOCLASSIC hip arthroplasty system using a 28-mm ceramic head: with a retrospective comparison to a 32-mm head.,-1,0.0675521636496716,
294,17027539,2006,The Journal of arthroplasty,Five-year follow-up of socket movements and loosening after revision with impacted morselized allograft bone and cement: a radiostereometric and radiographic analysis.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
295,17027535,2006,The Journal of arthroplasty,Wear of highly cross-linked polyethylene acetabular cup in Japan.,16,0.2131308402180008,Implant Retrieval and Corrosion Analysis
296,17027534,2006,The Journal of arthroplasty,"Steady-state penetration rates of electron beam-irradiated, highly cross-linked polyethylene at an average 45-month follow-up.",49,1.0,Polyethylene Wear and Osteolysis
297,17027533,2006,The Journal of arthroplasty,Ninety-day mortality after bilateral hip arthroplasty.,-1,0.036943618112545,
298,16950079,2006,The Journal of arthroplasty,Pilot study of methods to document quantity and variation of independent patient exercise and activity after total knee arthroplasty.,-1,0.0359416834931768,
299,16950078,2006,The Journal of arthroplasty,Predictors of discharge to an inpatient extended care facility after total hip or knee arthroplasty.,5,0.2737615725001215,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
300,17027536,2006,The Journal of arthroplasty,Treatment of medial compartment arthritis of the knee: a survey of the American Association of Hip and Knee Surgeons.,22,1.0,AAHKS Member Survey Studies
301,16446192,2006,The Journal of arthroplasty,Osteolysis of the greater trochanter: a result of bone anchors used for abductor reattachment at total hip arthroplasty.,2,0.1113035120186283,Primary Total Hip Arthroplasty Technique and Outcomes
302,16950063,2006,The Journal of arthroplasty,Ninety-day mortality after hip arthroplasty: a comparison between unilateral and simultaneous bilateral procedures.,-1,0.039083765138553,
303,17027553,2006,The Journal of arthroplasty,Fracture of femoral component in a resurfacing total knee arthroplasty.,18,1.0,Polyethylene Liner Performance
304,16950062,2006,The Journal of arthroplasty,Long-term outcome and risk factors of proximal femoral fracture in uncemented and cemented total hip arthroplasty in 2551 hips.,12,1.0,Ceramic-on-Ceramic Bearings and Fracture
305,16950060,2006,The Journal of arthroplasty,Hip arthroplasty with minimally invasive surgery: a survey comparing the opinion of highly qualified experts vs patients.,22,0.3495672752264047,AAHKS Member Survey Studies
306,17027555,2006,The Journal of arthroplasty,Cruciate-retaining stemmed total knee arthroplasty for supracondylar-intercondylar femoral fractures in elderly patients: a report of three cases.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
307,17162165,2006,The Journal of arthroplasty,Two-year experience using a limited-incision direct lateral approach in total hip arthroplasty.,50,1.0,Minimally Invasive Surgical Approaches in TJA
308,17162166,2006,The Journal of arthroplasty,Comparison of primary total hip arthroplasties performed with a minimally invasive technique or a standard technique: a prospective and randomized study.,50,1.0,Minimally Invasive Surgical Approaches in TJA
309,17162167,2006,The Journal of arthroplasty,Midterm radiographic comparison of cementless acetabular shells containing lateralized and nonlateralized liners.,33,1.0,Osteolysis and Implant Loosening
310,17162168,2006,The Journal of arthroplasty,Midterm results of Metasul metal-on-metal total hip arthroplasty.,33,1.0,Osteolysis and Implant Loosening
311,17162169,2006,The Journal of arthroplasty,A pilot study on continuous femoral perineural catheter for analgesia after total knee arthroplasty: the effect on physical rehabilitation and outcomes.,0,0.3668506731277904,Tranexamic Acid and Perioperative Blood Management
312,17162170,2006,The Journal of arthroplasty,Mid-term results of Exeter vs Endurance cemented stems.,57,1.0,Ceramic Components and Periprosthetic Osteolysis
313,17162171,2006,The Journal of arthroplasty,Surgical treatment of displaced femoral neck fractures in the elderly: a survey of the American Association of Hip and Knee Surgeons.,22,0.4063149140298719,AAHKS Member Survey Studies
314,17162172,2006,The Journal of arthroplasty,Total hip arthroplasty for acute femoral neck fractures using a cementless tapered femoral stem.,59,1.0,Extended Trochanteric Osteotomy and Periprosthetic Fracture
315,16950058,2006,The Journal of arthroplasty,One-stage bilateral total hip arthroplasty compared with unilateral total hip arthroplasty: a prospective study.,-1,0.0381147045560911,
316,17162185,2006,The Journal of arthroplasty,Massive retroperitoneal hematoma during enoxaparin treatment of pulmonary embolism after primary total hip arthroplasty: case reports and review of the literature.,13,0.3444105783331377,Case Reports of Unusual Arthroplasty Complications
317,17162184,2006,The Journal of arthroplasty,A double offset broach handle for preparation of the femoral cavity in minimally invasive direct anterior total hip arthroplasty.,21,0.0422651074804934,Adverse Local Tissue Reactions and Implant Corrosion
318,17162183,2006,The Journal of arthroplasty,Implant-specific patient identification cards.,21,0.1393403087318807,Adverse Local Tissue Reactions and Implant Corrosion
319,17162182,2006,The Journal of arthroplasty,Conversion of failed proximal femoral internal fixation to total hip arthroplasty in osteopetrotic bone.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
320,17162181,2006,The Journal of arthroplasty,Biomechanical differences exhibited during sit-to-stand between total knee arthroplasty designs of varying radii.,51,1.0,Soft Tissue Balancing and Ligament Release in TKA
321,17027546,2006,The Journal of arthroplasty,Ten-year results of ALIZE acetabular cup with hydroxyapatite coating and AURA hydroxyapatite-coated stem in total hip arthroplasty.,-1,0.113519763365647,
322,17162180,2006,The Journal of arthroplasty,Scorpio posterior-stabilized knee system: 5-year clinical and functional results.,81,1.0,Knee Society Score and Clinical Outcome Reporting
323,17162178,2006,The Journal of arthroplasty,Postoperative cryotherapy after total knee arthroplasty: a prospective study of 86 patients.,0,0.2160258032220119,Tranexamic Acid and Perioperative Blood Management
324,17162177,2006,The Journal of arthroplasty,"Effect of retaining a patellar prosthesis on pain, functional, and satisfaction outcomes after revision total knee arthroplasty.",25,0.0593914020755541,Implant Survival Analysis and Competing Risk Methods
325,17162176,2006,The Journal of arthroplasty,The results of articulating spacer technique for infected total knee arthroplasty.,2,0.0835992023009201,Primary Total Hip Arthroplasty Technique and Outcomes
326,17162175,2006,The Journal of arthroplasty,Clinical and radiographic analysis of accurate restoration of the joint line in revision total knee arthroplasty.,-1,0.0701144250852442,
327,17162174,2006,The Journal of arthroplasty,An accurate and reproducible method for locating the joint line during a revision total knee arthroplasty.,1,0.5022283044743124,Acetabular Cup Orientation and Component Positioning
328,17162173,2006,The Journal of arthroplasty,A clinical comparison of patellar tracking using the transepicondylar axis and the posterior condylar axis.,56,0.1158565249862594,Tibial Mechanical Axis and Varus-Valgus Alignment
329,17162179,2006,The Journal of arthroplasty,Impaction grafting for femoral component revision using a non-polished bead-blasted chrome cobalt stem-average 8 1/2-year follow-up.,-1,0.0680280603200819,
330,17027545,2006,The Journal of arthroplasty,Lateral patellar contact after total knee arthroplasty: an analysis of the effects on postoperative pain and outcome.,-1,0.059194606280185,
331,17162186,2006,The Journal of arthroplasty,Revision total hip arthroplasty in a centenarian: a case report and review of the literature.,-1,0.0403918064204067,
332,16950069,2006,The Journal of arthroplasty,Comparison of fluorodeoxyglucose positron emission tomography and (111)indium-white blood cell imaging in the diagnosis of periprosthetic infection of the hip.,9,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
333,16950061,2006,The Journal of arthroplasty,Serum metal levels and bearing surfaces in total hip arthroplasty.,17,1.0,Metal Ion Release and Cobalt-Chromium Toxicity
334,16446191,2006,The Journal of arthroplasty,A prospective comparison of cement restrictor migration in primary total hip arthroplasty.,-1,0.0427927591665263,
335,16781414,2006,The Journal of arthroplasty,Anteroposterior stability in posterior cruciate ligament-retaining total knee arthroplasty.,-1,0.0551170574209584,
336,16446189,2006,The Journal of arthroplasty,Uncemented rotating-platform total knee arthroplasty: a 4-year to 12-year follow-up.,-1,0.1566633289811768,
337,16781429,2006,The Journal of arthroplasty,The infected knee: all my troubles now.,-1,0.069473572219625,
338,16781430,2006,The Journal of arthroplasty,The role of constraint in total knee arthoplasty.,21,0.0539164348202245,Adverse Local Tissue Reactions and Implant Corrosion
339,16781431,2006,The Journal of arthroplasty,Technique for impaction bone grafting of large bone defects in revision total knee arthroplasty.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
340,16781432,2006,The Journal of arthroplasty,What would you do? Case challenges in knee surgery.,21,0.1413789365100757,Adverse Local Tissue Reactions and Implant Corrosion
341,16781433,2006,The Journal of arthroplasty,Hip arthroscopy technique and indications.,21,0.1150969543085867,Adverse Local Tissue Reactions and Implant Corrosion
342,16781434,2006,The Journal of arthroplasty,The optimal metal-metal arthroplasty is still a total hip arthroplasty: in the affirmative.,21,0.090754848681969,Adverse Local Tissue Reactions and Implant Corrosion
343,16877153,2006,The Journal of arthroplasty,Short-term outcomes of total hip arthroplasty after complications of open reduction internal fixation for hip fracture.,10,0.1009563075818501,Aseptic Loosening of Hip and Knee Implants
344,16950036,2006,The Journal of arthroplasty,"Acetabular cement mantles and component position: are we achieving ""ideal"" results?",57,1.0,Ceramic Components and Periprosthetic Osteolysis
345,16877155,2006,The Journal of arthroplasty,Computed tomography measurement of the accuracy of component version in total hip arthroplasty.,1,1.0,Acetabular Cup Orientation and Component Positioning
346,16950038,2006,The Journal of arthroplasty,The incidence of heterotopic ossification after cementless total hip arthroplasty.,-1,0.0160522690896029,
347,16950039,2006,The Journal of arthroplasty,Management of types III and IV acetabular deficiencies with the longitudinal oblong revision cup.,2,0.1380750094109446,Primary Total Hip Arthroplasty Technique and Outcomes
348,16950040,2006,The Journal of arthroplasty,Minimal surgical approach for recurrent hip dislocation using the posterior lip augmentation device for the Charnley hip arthroplasty.,-1,0.0342262745731316,
349,16950041,2006,The Journal of arthroplasty,The use of antifibrinolytic agents in total hip arthroplasty: a meta-analysis.,0,1.0,Tranexamic Acid and Perioperative Blood Management
350,16950042,2006,The Journal of arthroplasty,Incidence and timing of myocardial infarction after total joint arthroplasty.,5,0.1502132079674741,Periprosthetic Joint Infection Diagnosis and Treatment (Odds)
351,16950043,2006,The Journal of arthroplasty,Reliability of the transepicondylar axis as an anatomical landmark in total knee arthroplasty.,1,1.0,Acetabular Cup Orientation and Component Positioning
352,16950044,2006,The Journal of arthroplasty,Mechanical bond strength of the cement-tibial component interface in total knee arthroplasty.,-1,0.1155613223840475,
353,16950045,2006,The Journal of arthroplasty,"Optimization of the posterior condylar offset, tibial slope, and condylar roll-back in total knee arthroplasty.",8,0.3464816016047281,"Knee Kinematics, Gap Balancing, and ROM"
354,16950046,2006,The Journal of arthroplasty,Proximal femoral geometry: a radiological assessment.,-1,0.1737698115033814,
355,16950047,2006,The Journal of arthroplasty,Aging performance of a compliant layer bearing acetabular prosthesis in an ovine hip arthroplasty model.,16,0.1851006739568488,Implant Retrieval and Corrosion Analysis
356,16950049,2006,The Journal of arthroplasty,Extracorporeal shockwave treatment of osteonecrosis of the femoral head in systemic lupus erythematosis.,-1,0.0864752261577923,
357,16950050,2006,The Journal of arthroplasty,Smith-Petersen mould arthroplasty: an ultra-long-term follow-up.,2,0.161603750435732,Primary Total Hip Arthroplasty Technique and Outcomes
358,16950051,2006,The Journal of arthroplasty,A case of disassociation of a modular femoral neck trunion after total hip arthroplasty.,18,0.2006038987535656,Polyethylene Liner Performance
359,16950052,2006,The Journal of arthroplasty,Intrapelvic migration of a well-fixed femoral stem after removal of an acetabular cup.,13,0.0972397879304771,Case Reports of Unusual Arthroplasty Complications
360,16950053,2006,The Journal of arthroplasty,Periprosthetic malignancy as a mode of failure in total hip arthroplasty.,13,1.0,Case Reports of Unusual Arthroplasty Complications
361,16950054,2006,The Journal of arthroplasty,Publication rates of scientific presentations at the American Association of Hip and Knee Surgeons annual meetings from 1996 to 2001.,73,1.0,Authorship Trends and Publication Patterns in Arthroplasty
362,16781415,2006,The Journal of arthroplasty,True femoral anteversion during primary total hip arthroplasty: use of postoperative computed tomography-based sections.,-1,0.1166924936934112,
363,16950055,2006,The Journal of arthroplasty,Medicare reimbursement: an orthopedic primer.,65,1.0,Medicare Reimbursement and Bundled Payments (Cms)
364,16781428,2006,The Journal of arthroplasty,The unstable total knee arthroplasty: causes and cures.,-1,0.004870590366815,
365,16950037,2006,The Journal of arthroplasty,Early clinical and radiographic analysis of the Fitmore cup.,57,1.0,Ceramic Components and Periprosthetic Osteolysis
366,16781427,2006,The Journal of arthroplasty,High-flexion knee designs: more hype than hope? In the affirmative.,-1,0.004879027111289,
367,16781423,2006,The Journal of arthroplasty,Minimally invasive total knee arthroplasty with an optimized subvastus approach.,21,0.0440653880681911,Adverse Local Tissue Reactions and Implant Corrosion
368,16446190,2006,The Journal of arthroplasty,"Failure of a ""screw-in"" acetabular component: ten-year results, survivorship analysis, and the prediction of failure.",-1,0.052956112350654,
369,16781441,2006,The Journal of arthroplasty,Managing periprosthetic femoral stem fractures.,21,0.1194497458729507,Adverse Local Tissue Reactions and Implant Corrosion
370,16781440,2006,The Journal of arthroplasty,The infected hip: telltale signs and treatment options.,21,0.0759652390299551,Adverse Local Tissue Reactions and Implant Corrosion
371,16781442,2006,The Journal of arthroplasty,The shattered femur: radical solution options.,21,1.0,Adverse Local Tissue Reactions and Implant Corrosion
372,16781439,2006,The Journal of arthroplasty,Acetabular fixation options: notes from the other side.,-1,0.0212502954918408,
373,16781443,2006,The Journal of arthroplasty,The use of proximal fixed modular stems in revision of total hip arthroplasty.,-1,0.0678003967681436,
374,16781444,2006,The Journal of arthroplasty,Constrained liners in revision total hip arthroplasty: an overuse syndrome: in the affirmative.,-1,0.050449123110756,
375,16781446,2006,The Journal of arthroplasty,What would you do? Challenges in hip surgery.,23,0.0901415666805328,Value-Based Care and Alternative Payment Models
376,16877146,2006,The Journal of arthroplasty,Preoperative epoetin alfa vs autologous blood donation in primary total knee arthroplasty.,0,0.1299409156625522,Tranexamic Acid and Perioperative Blood Management
377,16841417,2006,The Journal of arthroplasty,Trochanteric repair and reconstruction in revision total hip arthroplasty.,21,0.0454641812023969,Adverse Local Tissue Reactions and Implant Corrosion
378,16841418,2006,The Journal of arthroplasty,Restoration of acetabular bone loss 2005.,-1,0.0442273637264178,
379,16877145,2006,The Journal of arthroplasty,The effect of knee component design changes on range of motion evaluation in vivo by a computerized navigation system.,8,0.4818276767963247,"Knee Kinematics, Gap Balancing, and ROM"
380,16877147,2006,The Journal of arthroplasty,Influence of hemoglobin levels on inpatient rehabilitation outcomes after total knee arthroplasty.,0,0.6231788237349929,Tranexamic Acid and Perioperative Blood Management
381,16877148,2006,The Journal of arthroplasty,Bilateral vs unilateral total knee arthroplasty: a patient-based comparison of pain levels and recovery of ambulatory skills.,34,0.0746985802864226,"Opioid Use, Prescription Patterns, and Stewardship"
382,16877149,2006,The Journal of arthroplasty,The effect of patellar thickness on intraoperative knee flexion and patellar tracking in total knee arthroplasty.,8,0.1504159829020567,"Knee Kinematics, Gap Balancing, and ROM"
383,16877151,2006,The Journal of arthroplasty,Cementless total hip arthroplasty using the modular S-ROM prosthesis combined with corrective proximal femoral osteotomy.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
384,16877150,2006,The Journal of arthroplasty,Relationship between total arthroplasty case volume and patient outcome in an acute care payment system in Japan.,-1,0.1025349121946889,
385,16781438,2006,The Journal of arthroplasty,The role of modularity in primary total hip arthroplasty.,-1,0.1259043382629004,
386,16781426,2006,The Journal of arthroplasty,Rotating platform knees: an emerging clinical standard: in the affirmative.,21,0.2561868347600031,Adverse Local Tissue Reactions and Implant Corrosion
387,16781436,2006,The Journal of arthroplasty,Assuring a painless total hip arthroplasty: a multimodal approach emphasizing peripheral nerve blocks.,34,1.0,"Opioid Use, Prescription Patterns, and Stewardship"
388,16781416,2006,The Journal of arthroplasty,Effect of pigmentation on the mechanical and polymerization characteristics of bone cement.,16,0.2450183285423725,Implant Retrieval and Corrosion Analysis
389,16781417,2006,The Journal of arthroplasty,Dual-energy x-ray absorptiometry measurement and accuracy of bone mineral after unilateral total hip arthroplasty.,-1,0.0108680916922291,
390,16877152,2006,The Journal of arthroplasty,Cost-effectiveness analysis of core decompression.,32,0.1633960751694531,Cost-Effectiveness of Joint Arthroplasty
391,16781418,2006,The Journal of arthroplasty,Evaluation of off-loading braces for treatment of unicompartmental knee arthrosis.,8,1.0,"Knee Kinematics, Gap Balancing, and ROM"
392,16781419,2006,The Journal of arthroplasty,Role of arthroscopic debridement in the arthritic knee.,-1,0.0479118827080934,
393,16781420,2006,The Journal of arthroplasty,Gap balancing in total knee arthroplasty.,21,0.0626687531106638,Adverse Local Tissue Reactions and Implant Corrosion
394,16781421,2006,The Journal of arthroplasty,"Mini incision: occasionally desirable, rarely necessary: in the affirmative.",21,0.049347322042776,Adverse Local Tissue Reactions and Implant Corrosion
395,16781424,2006,The Journal of arthroplasty,Computer-assisted surgery: a wine before its time: in the affirmative.,-1,0.043676691895336,
396,16877154,2006,The Journal of arthroplasty,Early aseptic loosening of a modern acetabular component secondary to a change in manufacturing.,18,0.0931885120391148,Polyethylene Liner Performance
397,16781437,2006,The Journal of arthroplasty,Tapered hydroxyapatite-coated press-fit stems: any added value?,-1,0.1251412544442366,
398,16950033,2006,The Journal of arthroplasty,"A third-generation, posterior-stabilized knee prosthesis: early results after follow-up of 2 to 6 years.",-1,0.1528447958564147,
399,16520205,2006,The Journal of arthroplasty,Does pelvic osteolysis occur with a nonmodular uncemented acetabular component?,12,1.0,Ceramic-on-Ceramic Bearings and Fracture
400,16520206,2006,The Journal of arthroplasty,"The cemented all-polyethylene acetabular cup: factors affecting survival with emphasis on the integrated polyethylene spacer: an analysis of the effect of cement spacers, cement mantle thickness, and acetabular angle on the survival of total hip arthroplasty.",33,1.0,Osteolysis and Implant Loosening
401,16520207,2006,The Journal of arthroplasty,Primary total knee arthroplasty in California 1991 to 2001: does hospital volume affect outcomes?,6,0.4382986134979925,Observational Study Design and Statistical Methods
402,16520208,2006,The Journal of arthroplasty,Deep vein thrombosis prevention in joint arthroplasties: continuous enhanced circulation therapy vs low molecular weight heparin.,11,1.0,Aspirin vs Anticoagulant VTE Prophylaxis
403,16520209,2006,The Journal of arthroplasty,The correlation between immediate radiolucent lines and early implant migration in cemented acetabular components.,-1,0.0417979774754582,
404,16520210,2006,The Journal of arthroplasty,Accuracy of joint aspiration for the preoperative diagnosis of infection in total hip arthroplasty.,9,0.2106113973884958,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
405,16520211,2006,The Journal of arthroplasty,Perioperative morbidity and mortality after reconstruction for metastatic tumors of the proximal femur and acetabulum.,-1,0.043119323479322,
406,16520213,2006,The Journal of arthroplasty,Tibial fixation without screws in cementless total knee arthroplasty.,33,1.0,Osteolysis and Implant Loosening
407,16520214,2006,The Journal of arthroplasty,Distal femoral allograft reconstruction for massive osteolytic bone loss in revision total knee arthroplasty.,-1,0.071320221763767,
408,16520215,2006,The Journal of arthroplasty,Precooling an acetabular liner makes its insertion into a metal shell easier.,24,1.0,Biomechanical Testing and Implant Stability
409,16520216,2006,The Journal of arthroplasty,Tibial forces measured in vivo after total knee arthroplasty.,-1,0.0209454710592492,
410,16446199,2006,The Journal of arthroplasty,"""Floating total knee"": ipsilateral periprosthetic fractures of the distal femur and proximal tibia after total knee arthroplasty.",-1,0.0514767684056389,
411,16446198,2006,The Journal of arthroplasty,A new device for a V-shaped subtrochanteric osteotomy combined with total hip arthroplasty.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
412,16446196,2006,The Journal of arthroplasty,The effect of surface finish and of vertical ribs on the stability of a cemented femoral stem: an in vitro stair climbing test.,-1,0.0298747582667938,
413,16950056,2006,The Journal of arthroplasty,Hospital volume and inpatient mortality outcomes of total hip arthroplasty in the United States.,-1,0.270255767236048,
414,16446178,2006,The Journal of arthroplasty,An evaluation of information available on the internet regarding minimally invasive hip arthroplasty.,41,1.0,Online Research Quality and Surgical Training Surveys
